"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw"
"Meso B2 Relic (Intact) ","Braton Prime Blueprint (25.33%)","Oberon Prime Chassis (25.33%)","Silva & Aegis Prime Hilt (25.33%)","Hydroid Prime Blueprint (11.0%)","Kronen Prime Handle (11.0%)","Banshee Prime Chassis (2.0%)","Meso","B2","Intact","Braton Prime Blueprint","Oberon Prime Chassis","Silva & Aegis Prime Hilt","Hydroid Prime Blueprint","Kronen Prime Handle","Banshee Prime Chassis"
"Meso B3 Relic (Intact) ","Nova Prime Systems (25.33%)","Soma Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Mag Prime Chassis (11.0%)","Dakra Prime Blueprint (11.0%)","Boar Prime Stock (2.0%)","Meso","B3","Intact","Nova Prime Systems","Soma Prime Blueprint","Forma Blueprint","Mag Prime Chassis","Dakra Prime Blueprint","Boar Prime Stock"
"Meso B4 Relic (Intact) ","Paris Prime Upper Limb (25.33%)","Chroma Prime Blueprint (25.33%)","Bronco Prime Receiver (25.33%)","Wukong Prime Chassis (11.0%)","Redeemer Prime Blueprint (11.0%)","Baza Prime Blueprint (2.0%)","Meso","B4","Intact","Paris Prime Upper Limb","Chroma Prime Blueprint","Bronco Prime Receiver","Wukong Prime Chassis","Redeemer Prime Blueprint","Baza Prime Blueprint"
"Meso B5 Relic (Intact) ","Nidus Prime Systems (25.33%)","Ivara Prime Neuroptics (25.33%)","Karyst Prime Blueprint (25.33%)","Guandao Prime Blueprint (11.0%)","Volnus Prime Head (11.0%)","Baza Prime Blueprint (2.0%)","Meso","B5","Intact","Nidus Prime Systems","Ivara Prime Neuroptics","Karyst Prime Blueprint","Guandao Prime Blueprint","Volnus Prime Head","Baza Prime Blueprint"
"Meso B6 Relic (Intact) ","Magnus Prime Blueprint (25.33%)","Akbronco Prime Blueprint (25.33%)","Octavia Prime Neuroptics (25.33%)","Paris Prime Grip (11.0%)","Forma Blueprint (11.0%)","Baza Prime Stock (2.0%)","Meso","B6","Intact","Magnus Prime Blueprint","Akbronco Prime Blueprint","Octavia Prime Neuroptics","Paris Prime Grip","Forma Blueprint","Baza Prime Stock"
"Meso B7 Relic (Intact) ","Burston Prime Receiver (25.33%)","Fang Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Akjagara Prime Link (11.0%)","Redeemer Prime Blueprint (11.0%)","Ballistica Prime Blueprint (2.0%)","Meso","B7","Intact","Burston Prime Receiver","Fang Prime Blueprint","Forma Blueprint","Akjagara Prime Link","Redeemer Prime Blueprint","Ballistica Prime Blueprint"
"Meso C1 Relic (Intact) ","Nova Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Saryn Prime Systems (25.33%)","Scindo Prime Handle (11.0%)","Ash Prime Blueprint (11.0%)","Carrier Prime Cerebrum (2.0%)","Meso","C1","Intact","Nova Prime Neuroptics","Forma Blueprint","Saryn Prime Systems","Scindo Prime Handle","Ash Prime Blueprint","Carrier Prime Cerebrum"
"Meso C2 Relic (Intact) ","Cernos Prime Upper Limb (25.33%)","Bronco Prime Blueprint (25.33%)","Galatine Prime Blade (25.33%)","Valkyr Prime Neuroptics (11.0%)","Odonata Prime Blueprint (11.0%)","Carrier Prime Cerebrum (2.0%)","Meso","C2","Intact","Cernos Prime Upper Limb","Bronco Prime Blueprint","Galatine Prime Blade","Valkyr Prime Neuroptics","Odonata Prime Blueprint","Carrier Prime Cerebrum"
"Meso C3 Relic (Intact) ","Lex Prime Blueprint (25.33%)","Nami Skyla Prime Blueprint (25.33%)","Burston Prime Stock (25.33%)","Saryn Prime Blueprint (11.0%)","Helios Prime Blueprint (11.0%)","Cernos Prime Lower Limb (2.0%)","Meso","C3","Intact","Lex Prime Blueprint","Nami Skyla Prime Blueprint","Burston Prime Stock","Saryn Prime Blueprint","Helios Prime Blueprint","Cernos Prime Lower Limb"
"Meso C4 Relic (Intact) ","Ivara Prime Neuroptics (25.33%)","Braton Prime Stock (25.33%)","Mesa Prime Chassis (25.33%)","Forma Blueprint (11.0%)","Atlas Prime Systems (11.0%)","Chroma Prime Systems (2.0%)","Meso","C4","Intact","Ivara Prime Neuroptics","Braton Prime Stock","Mesa Prime Chassis","Forma Blueprint","Atlas Prime Systems","Chroma Prime Systems"
"Meso C5 Relic (Intact) ","Tipedo Prime Blueprint (25.33%)","Burston Prime Blueprint (25.33%)","Stradavar Prime Stock (25.33%)","Chroma Prime Chassis (11.0%)","Forma Blueprint (11.0%)","Corinth Prime Barrel (2.0%)","Meso","C5","Intact","Tipedo Prime Blueprint","Burston Prime Blueprint","Stradavar Prime Stock","Chroma Prime Chassis","Forma Blueprint","Corinth Prime Barrel"
"Meso C6 Relic (Intact) ","Burston Prime Blueprint (25.33%)","Lex Prime Barrel (25.33%)","Baza Prime Receiver (25.33%)","Forma Blueprint (11.0%)","Nezha Prime Blueprint (11.0%)","Corinth Prime Stock (2.0%)","Meso","C6","Intact","Burston Prime Blueprint","Lex Prime Barrel","Baza Prime Receiver","Forma Blueprint","Nezha Prime Blueprint","Corinth Prime Stock"
"Meso D1 Relic (Intact) ","Orthos Prime Handle (25.33%)","Lex Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Forma Blueprint (11.0%)","Orthos Prime Blade (11.0%)","Dual Kamas Prime Blade (2.0%)","Meso","D1","Intact","Orthos Prime Handle","Lex Prime Blueprint","Forma Blueprint","Forma Blueprint","Orthos Prime Blade","Dual Kamas Prime Blade"
"Meso D2 Relic (Intact) ","Paris Prime Lower Limb (25.33%)","Lex Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Valkyr Prime Neuroptics (11.0%)","Helios Prime Systems (11.0%)","Destreza Prime Blade (2.0%)","Meso","D2","Intact","Paris Prime Lower Limb","Lex Prime Receiver","Forma Blueprint","Valkyr Prime Neuroptics","Helios Prime Systems","Destreza Prime Blade"
"Meso D3 Relic (Intact) ","Akbolto Prime Blueprint (25.33%)","Fang Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Nami Skyla Prime Handle (11.0%)","Kronen Prime Handle (11.0%)","Destreza Prime Blade (2.0%)","Meso","D3","Intact","Akbolto Prime Blueprint","Fang Prime Handle","Braton Prime Stock","Nami Skyla Prime Handle","Kronen Prime Handle","Destreza Prime Blade"
"Meso D4 Relic (Intact) ","Forma Blueprint (25.33%)","Orthos Prime Handle (25.33%)","Akjagara Prime Blueprint (25.33%)","Lex Prime Blueprint (11.0%)","Chroma Prime Chassis (11.0%)","Dethcube Prime Cerebrum (2.0%)","Meso","D4","Intact","Forma Blueprint","Orthos Prime Handle","Akjagara Prime Blueprint","Lex Prime Blueprint","Chroma Prime Chassis","Dethcube Prime Cerebrum"
"Meso D5 Relic (Intact) ","Trinity Prime Neuroptics (25.33%)","Soma Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Nova Prime Blueprint (11.0%)","Vasto Prime Blueprint (11.0%)","Dual Kamas Prime Blade (2.0%)","Meso","D5","Intact","Trinity Prime Neuroptics","Soma Prime Barrel","Forma Blueprint","Nova Prime Blueprint","Vasto Prime Blueprint","Dual Kamas Prime Blade"
"Meso D6 Relic (Intact) ","Ivara Prime Neuroptics (25.33%)","Octavia Prime Systems (25.33%)","Paris Prime Blueprint (25.33%)","Aksomati Prime Barrel (11.0%)","Nezha Prime Blueprint (11.0%)","Dethcube Prime Cerebrum (2.0%)","Meso","D6","Intact","Ivara Prime Neuroptics","Octavia Prime Systems","Paris Prime Blueprint","Aksomati Prime Barrel","Nezha Prime Blueprint","Dethcube Prime Cerebrum"
"Meso E1 Relic (Intact) ","Bo Prime Ornament (25.33%)","Frost Prime Chassis (25.33%)","Latron Prime Barrel (25.33%)","Wyrm Prime Systems (11.0%)","Forma Blueprint (11.0%)","Ember Prime Blueprint (2.0%)","Meso","E1","Intact","Bo Prime Ornament","Frost Prime Chassis","Latron Prime Barrel","Wyrm Prime Systems","Forma Blueprint","Ember Prime Blueprint"
"Meso E2 Relic (Intact) ","Bronco Prime Blueprint (25.33%)","Destreza Prime Handle (25.33%)","Pyrana Prime Barrel (25.33%)","Rubico Prime Stock (11.0%)","Akbolto Prime Link (11.0%)","Equinox Prime Systems (2.0%)","Meso","E2","Intact","Bronco Prime Blueprint","Destreza Prime Handle","Pyrana Prime Barrel","Rubico Prime Stock","Akbolto Prime Link","Equinox Prime Systems"
"Meso E3 Relic (Intact) ","Destreza Prime Handle (25.33%)","Bronco Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Atlas Prime Chassis (11.0%)","Stradavar Prime Barrel (11.0%)","Equinox Prime Systems (2.0%)","Meso","E3","Intact","Destreza Prime Handle","Bronco Prime Receiver","Forma Blueprint","Atlas Prime Chassis","Stradavar Prime Barrel","Equinox Prime Systems"
"Meso E4 Relic (Intact) ","Paris Prime Blueprint (25.33%)","Baza Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Titania Prime Neuroptics (11.0%)","Tekko Prime Blueprint (11.0%)","Equinox Prime Systems (2.0%)","Meso","E4","Intact","Paris Prime Blueprint","Baza Prime Receiver","Forma Blueprint","Titania Prime Neuroptics","Tekko Prime Blueprint","Equinox Prime Systems"
"Meso E5 Relic (Intact) ","Mirage Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Helios Prime Carapace (25.33%)","Banshee Prime Blueprint (11.0%)","Helios Prime Blueprint (11.0%)","Euphona Prime Receiver (2.0%)","Meso","E5","Intact","Mirage Prime Neuroptics","Forma Blueprint","Helios Prime Carapace","Banshee Prime Blueprint","Helios Prime Blueprint","Euphona Prime Receiver"
"Meso F1 Relic (Intact) ","Bronco Prime Receiver (25.33%)","Paris Prime Lower Limb (25.33%)","Saryn Prime Systems (25.33%)","Nekros Prime Neuroptics (11.0%)","Dual Kamas Prime Handle (11.0%)","Fragor Prime Blueprint (2.0%)","Meso","F1","Intact","Bronco Prime Receiver","Paris Prime Lower Limb","Saryn Prime Systems","Nekros Prime Neuroptics","Dual Kamas Prime Handle","Fragor Prime Blueprint"
"Meso F2 Relic (Intact) ","Latron Prime Stock (25.33%)","Ember Prime Chassis (25.33%)","Sicarus Prime Barrel (25.33%)","Reaper Prime Blade (11.0%)","Forma Blueprint (11.0%)","Frost Prime Blueprint (2.0%)","Meso","F2","Intact","Latron Prime Stock","Ember Prime Chassis","Sicarus Prime Barrel","Reaper Prime Blade","Forma Blueprint","Frost Prime Blueprint"
"Meso F3 Relic (Intact) ","Ember Prime Neuroptics (25.33%)","Reaper Prime Handle (25.33%)","Loki Prime Blueprint (25.33%)","Forma Blueprint (11.0%)","Glaive Prime Disc (11.0%)","Frost Prime Blueprint (2.0%)","Meso","F3","Intact","Ember Prime Neuroptics","Reaper Prime Handle","Loki Prime Blueprint","Forma Blueprint","Glaive Prime Disc","Frost Prime Blueprint"
"Meso G1 Relic (Intact) ","Venka Prime Blades (25.33%)","Braton Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Silva & Aegis Prime Blade (11.0%)","Ballistica Prime String (11.0%)","Galatine Prime Blueprint (2.0%)","Meso","G1","Intact","Venka Prime Blades","Braton Prime Barrel","Forma Blueprint","Silva & Aegis Prime Blade","Ballistica Prime String","Galatine Prime Blueprint"
"Meso G2 Relic (Intact) ","Forma Blueprint (25.33%)","Equinox Prime Chassis (25.33%)","Orthos Prime Handle (25.33%)","Burston Prime Barrel (11.0%)","Atlas Prime Systems (11.0%)","Guandao Prime Handle (2.0%)","Meso","G2","Intact","Forma Blueprint","Equinox Prime Chassis","Orthos Prime Handle","Burston Prime Barrel","Atlas Prime Systems","Guandao Prime Handle"
"Meso H1 Relic (Intact) ","Paris Prime Blueprint (25.33%)","Mirage Prime Neuroptics (25.33%)","Hydroid Prime Chassis (25.33%)","Oberon Prime Blueprint (11.0%)","Fragor Prime Blueprint (11.0%)","Helios Prime Cerebrum (2.0%)","Meso","H1","Intact","Paris Prime Blueprint","Mirage Prime Neuroptics","Hydroid Prime Chassis","Oberon Prime Blueprint","Fragor Prime Blueprint","Helios Prime Cerebrum"
"Meso I1 Relic (Intact) ","Corinth Prime Blueprint (25.33%)","Paris Prime Upper Limb (25.33%)","Titania Prime Chassis (25.33%)","Orthos Prime Blade (11.0%)","Atlas Prime Systems (11.0%)","Inaros Prime Neuroptics (2.0%)","Meso","I1","Intact","Corinth Prime Blueprint","Paris Prime Upper Limb","Titania Prime Chassis","Orthos Prime Blade","Atlas Prime Systems","Inaros Prime Neuroptics"
"Meso K1 Relic (Intact) ","Nekros Prime Chassis (25.33%)","Orthos Prime Handle (25.33%)","Cernos Prime Upper Limb (25.33%)","Akstiletto Prime Barrel (11.0%)","Tigris Prime Receiver (11.0%)","Kogake Prime Gauntlet (2.0%)","Meso","K1","Intact","Nekros Prime Chassis","Orthos Prime Handle","Cernos Prime Upper Limb","Akstiletto Prime Barrel","Tigris Prime Receiver","Kogake Prime Gauntlet"
"Meso K2 Relic (Intact) ","Mirage Prime Chassis (25.33%)","Paris Prime String (25.33%)","Orthos Prime Handle (25.33%)","Wukong Prime Systems (11.0%)","Chroma Prime Chassis (11.0%)","Kronen Prime Blade (2.0%)","Meso","K2","Intact","Mirage Prime Chassis","Paris Prime String","Orthos Prime Handle","Wukong Prime Systems","Chroma Prime Chassis","Kronen Prime Blade"
"Meso K3 Relic (Intact) ","Ninkondi Prime Blueprint (25.33%)","Orthos Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Forma Blueprint (11.0%)","Wukong Prime Chassis (11.0%)","Karyst Prime Blade (2.0%)","Meso","K3","Intact","Ninkondi Prime Blueprint","Orthos Prime Handle","Braton Prime Stock","Forma Blueprint","Wukong Prime Chassis","Karyst Prime Blade"
"Meso L1 Relic (Intact) ","Tipedo Prime Blueprint (25.33%)","Burston Prime Receiver (25.33%)","Ninkondi Prime Blueprint (25.33%)","Chroma Prime Chassis (11.0%)","Dethcube Prime Carapace (11.0%)","Limbo Prime Chassis (2.0%)","Meso","L1","Intact","Tipedo Prime Blueprint","Burston Prime Receiver","Ninkondi Prime Blueprint","Chroma Prime Chassis","Dethcube Prime Carapace","Limbo Prime Chassis"
"Meso M1 Relic (Intact) ","Dakra Prime Handle (25.33%)","Boltor Prime Barrel (25.33%)","Ankyros Prime Gauntlet (25.33%)","Boar Prime Barrel (11.0%)","Rhino Prime Chassis (11.0%)","Mag Prime Blueprint (2.0%)","Meso","M1","Intact","Dakra Prime Handle","Boltor Prime Barrel","Ankyros Prime Gauntlet","Boar Prime Barrel","Rhino Prime Chassis","Mag Prime Blueprint"
"Meso M2 Relic (Intact) ","Fang Prime Blade (25.33%)","Paris Prime String (25.33%)","Kogake Prime Boot (25.33%)","Akjagara Prime Link (11.0%)","Silva & Aegis Prime Blade (11.0%)","Mirage Prime Blueprint (2.0%)","Meso","M2","Intact","Fang Prime Blade","Paris Prime String","Kogake Prime Boot","Akjagara Prime Link","Silva & Aegis Prime Blade","Mirage Prime Blueprint"
"Meso M3 Relic (Intact) ","Ballistica Prime Lower Limb (25.33%)","Gram Prime Blade (25.33%)","Paris Prime String (25.33%)","Equinox Prime Neuroptics (11.0%)","Kogake Prime Blueprint (11.0%)","Mirage Prime Blueprint (2.0%)","Meso","M3","Intact","Ballistica Prime Lower Limb","Gram Prime Blade","Paris Prime String","Equinox Prime Neuroptics","Kogake Prime Blueprint","Mirage Prime Blueprint"
"Meso N1 Relic (Intact) ","Fang Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Fang Prime Blueprint (25.33%)","Forma Blueprint (11.0%)","Dual Kamas Prime Handle (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N1","Intact","Fang Prime Handle","Braton Prime Stock","Fang Prime Blueprint","Forma Blueprint","Dual Kamas Prime Handle","Nyx Prime Neuroptics"
"Meso N10 Relic (Intact) ","Ivara Prime Neuroptics (25.33%)","Tipedo Prime Blueprint (25.33%)","Pangolin Prime Handle (25.33%)","Bronco Prime Barrel (11.0%)","Panthera Prime Stock (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N10","Intact","Ivara Prime Neuroptics","Tipedo Prime Blueprint","Pangolin Prime Handle","Bronco Prime Barrel","Panthera Prime Stock","Ninkondi Prime Handle"
"Meso N11 Relic (Intact) ","Cernos Prime Upper Limb (25.33%)","Scindo Prime Handle (25.33%)","Lex Prime Barrel (25.33%)","Valkyr Prime Neuroptics (11.0%)","Forma Blueprint (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N11","Intact","Cernos Prime Upper Limb","Scindo Prime Handle","Lex Prime Barrel","Valkyr Prime Neuroptics","Forma Blueprint","Nyx Prime Neuroptics"
"Meso N2 Relic (Intact) ","Hikou Prime Blueprint (25.33%)","Bronco Prime Blueprint (25.33%)","Fang Prime Handle (25.33%)","Ash Prime Neuroptics (11.0%)","Forma Blueprint (11.0%)","Vauban Prime Neuroptics (2.0%)","Meso","N2","Intact","Hikou Prime Blueprint","Bronco Prime Blueprint","Fang Prime Handle","Ash Prime Neuroptics","Forma Blueprint","Vauban Prime Neuroptics"
"Meso N3 Relic (Intact) ","Burston Prime Stock (25.33%)","Bronco Prime Blueprint (25.33%)","Braton Prime Barrel (25.33%)","Euphona Prime Barrel (11.0%)","Carrier Prime Cerebrum (11.0%)","Nekros Prime Blueprint (2.0%)","Meso","N3","Intact","Burston Prime Stock","Bronco Prime Blueprint","Braton Prime Barrel","Euphona Prime Barrel","Carrier Prime Cerebrum","Nekros Prime Blueprint"
"Meso N4 Relic (Intact) ","Paris Prime Upper Limb (25.33%)","Saryn Prime Systems (25.33%)","Orthos Prime Handle (25.33%)","Forma Blueprint (11.0%)","Oberon Prime Blueprint (11.0%)","Nikana Prime Blade (2.0%)","Meso","N4","Intact","Paris Prime Upper Limb","Saryn Prime Systems","Orthos Prime Handle","Forma Blueprint","Oberon Prime Blueprint","Nikana Prime Blade"
"Meso N5 Relic (Intact) ","Braton Prime Stock (25.33%)","Forma Blueprint (25.33%)","Lex Prime Receiver (25.33%)","Hydroid Prime Blueprint (11.0%)","Tigris Prime Receiver (11.0%)","Nekros Prime Systems (2.0%)","Meso","N5","Intact","Braton Prime Stock","Forma Blueprint","Lex Prime Receiver","Hydroid Prime Blueprint","Tigris Prime Receiver","Nekros Prime Systems"
"Meso N6 Relic (Intact) ","Forma Blueprint (25.33%)","Boltor Prime Barrel (25.33%)","Hikou Prime Pouch (25.33%)","Scindo Prime Handle (11.0%)","Rhino Prime Chassis (11.0%)","Nyx Prime Neuroptics (2.0%)","Meso","N6","Intact","Forma Blueprint","Boltor Prime Barrel","Hikou Prime Pouch","Scindo Prime Handle","Rhino Prime Chassis","Nyx Prime Neuroptics"
"Meso N7 Relic (Intact) ","Limbo Prime Systems (25.33%)","Pyrana Prime Barrel (25.33%)","Kronen Prime Blueprint (25.33%)","Gram Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N7","Intact","Limbo Prime Systems","Pyrana Prime Barrel","Kronen Prime Blueprint","Gram Prime Blueprint","Forma Blueprint","Ninkondi Prime Handle"
"Meso N8 Relic (Intact) ","Valkyr Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Cernos Prime Upper Limb (25.33%)","Valkyr Prime Neuroptics (11.0%)","Cernos Prime String (11.0%)","Nikana Prime Hilt (2.0%)","Meso","N8","Intact","Valkyr Prime Blueprint","Forma Blueprint","Cernos Prime Upper Limb","Valkyr Prime Neuroptics","Cernos Prime String","Nikana Prime Hilt"
"Meso N9 Relic (Intact) ","Tekko Prime Gauntlet (25.33%)","Forma Blueprint (25.33%)","Paris Prime String (25.33%)","Ivara Prime Blueprint (11.0%)","Akjagara Prime Link (11.0%)","Ninkondi Prime Handle (2.0%)","Meso","N9","Intact","Tekko Prime Gauntlet","Forma Blueprint","Paris Prime String","Ivara Prime Blueprint","Akjagara Prime Link","Ninkondi Prime Handle"
"Meso O1 Relic (Intact) ","Forma Blueprint (25.33%)","Akbronco Prime Blueprint (25.33%)","Paris Prime Lower Limb (25.33%)","Akstiletto Prime Link (11.0%)","Cernos Prime String (11.0%)","Oberon Prime Neuroptics (2.0%)","Meso","O1","Intact","Forma Blueprint","Akbronco Prime Blueprint","Paris Prime Lower Limb","Akstiletto Prime Link","Cernos Prime String","Oberon Prime Neuroptics"
"Meso O2 Relic (Intact) ","Paris Prime Lower Limb (25.33%)","Cernos Prime Upper Limb (25.33%)","Tiberon Prime Receiver (25.33%)","Akbronco Prime Link (11.0%)","Mirage Prime Systems (11.0%)","Oberon Prime Neuroptics (2.0%)","Meso","O2","Intact","Paris Prime Lower Limb","Cernos Prime Upper Limb","Tiberon Prime Receiver","Akbronco Prime Link","Mirage Prime Systems","Oberon Prime Neuroptics"
"Meso O3 Relic (Intact) ","Forma Blueprint (25.33%)","Loki Prime Neuroptics (25.33%)","Odonata Prime Systems (25.33%)","Volt Prime Chassis (11.0%)","Wyrm Prime Systems (11.0%)","Odonata Prime Wings (2.0%)","Meso","O3","Intact","Forma Blueprint","Loki Prime Neuroptics","Odonata Prime Systems","Volt Prime Chassis","Wyrm Prime Systems","Odonata Prime Wings"
"Meso O4 Relic (Intact) ","Silva & Aegis Prime Hilt (25.33%)","Forma Blueprint (25.33%)","Fang Prime Blueprint (25.33%)","Nekros Prime Neuroptics (11.0%)","Galatine Prime Handle (11.0%)","Oberon Prime Neuroptics (2.0%)","Meso","O4","Intact","Silva & Aegis Prime Hilt","Forma Blueprint","Fang Prime Blueprint","Nekros Prime Neuroptics","Galatine Prime Handle","Oberon Prime Neuroptics"
"Meso P1 Relic (Intact) ","Oberon Prime Chassis (25.33%)","Chroma Prime Blueprint (25.33%)","Bronco Prime Receiver (25.33%)","Silva & Aegis Prime Blueprint (11.0%)","Ballistica Prime Receiver (11.0%)","Pyrana Prime Blueprint (2.0%)","Meso","P1","Intact","Oberon Prime Chassis","Chroma Prime Blueprint","Bronco Prime Receiver","Silva & Aegis Prime Blueprint","Ballistica Prime Receiver","Pyrana Prime Blueprint"
"Meso P2 Relic (Intact) ","Braton Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Baza Prime Receiver (25.33%)","Zhuge Prime Blueprint (11.0%)","Ivara Prime Systems (11.0%)","Panthera Prime Receiver (2.0%)","Meso","P2","Intact","Braton Prime Receiver","Forma Blueprint","Baza Prime Receiver","Zhuge Prime Blueprint","Ivara Prime Systems","Panthera Prime Receiver"
"Meso P3 Relic (Intact) ","Karyst Prime Blueprint (25.33%)","Lex Prime Blueprint (25.33%)","Zhuge Prime Grip (25.33%)","Mesa Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Pangolin Prime Blueprint (2.0%)","Meso","P3","Intact","Karyst Prime Blueprint","Lex Prime Blueprint","Zhuge Prime Grip","Mesa Prime Blueprint","Forma Blueprint","Pangolin Prime Blueprint"
"Meso P4 Relic (Intact) ","Braton Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Burston Prime Blueprint (25.33%)","Corinth Prime Receiver (11.0%)","Titania Prime Neuroptics (11.0%)","Panthera Prime Barrel (2.0%)","Meso","P4","Intact","Braton Prime Barrel","Forma Blueprint","Burston Prime Blueprint","Corinth Prime Receiver","Titania Prime Neuroptics","Panthera Prime Barrel"
"Meso P5 Relic (Intact) ","Orthos Prime Handle (25.33%)","Zakti Prime Receiver (25.33%)","Tenora Prime Blueprint (25.33%)","Gara Prime Neuroptics (11.0%)","Forma Blueprint (11.0%)","Panthera Prime Receiver (2.0%)","Meso","P5","Intact","Orthos Prime Handle","Zakti Prime Receiver","Tenora Prime Blueprint","Gara Prime Neuroptics","Forma Blueprint","Panthera Prime Receiver"
"Meso P6 Relic (Intact) ","Destreza Prime Handle (25.33%)","Braton Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Kavasa Prime Kubrow Collar Blueprint (11.0%)","Trinity Prime Blueprint (11.0%)","Pyrana Prime Blueprint (2.0%)","Meso","P6","Intact","Destreza Prime Handle","Braton Prime Blueprint","Forma Blueprint","Kavasa Prime Kubrow Collar Blueprint","Trinity Prime Blueprint","Pyrana Prime Blueprint"
"Meso R1 Relic (Intact) ","Tiberon Prime Receiver (25.33%)","Paris Prime Upper Limb (25.33%)","Braton Prime Blueprint (25.33%)","Akbronco Prime Link (11.0%)","Ballistica Prime String (11.0%)","Rubico Prime Blueprint (2.0%)","Meso","R1","Intact","Tiberon Prime Receiver","Paris Prime Upper Limb","Braton Prime Blueprint","Akbronco Prime Link","Ballistica Prime String","Rubico Prime Blueprint"
"Meso R2 Relic (Intact) ","Aksomati Prime Blueprint (25.33%)","Fang Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Mesa Prime Blueprint (11.0%)","Destreza Prime Blueprint (11.0%)","Rubico Prime Blueprint (2.0%)","Meso","R2","Intact","Aksomati Prime Blueprint","Fang Prime Blueprint","Forma Blueprint","Mesa Prime Blueprint","Destreza Prime Blueprint","Rubico Prime Blueprint"
"Meso R3 Relic (Intact) ","Pangolin Prime Handle (25.33%)","Akjagara Prime Blueprint (25.33%)","Zhuge Prime Grip (25.33%)","Dethcube Prime Carapace (11.0%)","Bronco Prime Barrel (11.0%)","Rubico Prime Blueprint (2.0%)","Meso","R3","Intact","Pangolin Prime Handle","Akjagara Prime Blueprint","Zhuge Prime Grip","Dethcube Prime Carapace","Bronco Prime Barrel","Rubico Prime Blueprint"
"Meso R4 Relic (Intact) ","Gram Prime Blade (25.33%)","Zephyr Prime Chassis (25.33%)","Braton Prime Barrel (25.33%)","Chroma Prime Systems (11.0%)","Forma Blueprint (11.0%)","Rubico Prime Blueprint (2.0%)","Meso","R4","Intact","Gram Prime Blade","Zephyr Prime Chassis","Braton Prime Barrel","Chroma Prime Systems","Forma Blueprint","Rubico Prime Blueprint"
"Meso S1 Relic (Intact) ","Nova Prime Systems (25.33%)","Paris Prime Blueprint (25.33%)","Tigris Prime Stock (25.33%)","Paris Prime Upper Limb (11.0%)","Odonata Prime Blueprint (11.0%)","Soma Prime Stock (2.0%)","Meso","S1","Intact","Nova Prime Systems","Paris Prime Blueprint","Tigris Prime Stock","Paris Prime Upper Limb","Odonata Prime Blueprint","Soma Prime Stock"
"Meso S10 Relic (Intact) ","Corinth Prime Blueprint (25.33%)","Paris Prime String (25.33%)","Forma Blueprint (25.33%)","Aksomati Prime Barrel (11.0%)","Titania Prime Blueprint (11.0%)","Strun Prime Blueprint (2.0%)","Meso","S10","Intact","Corinth Prime Blueprint","Paris Prime String","Forma Blueprint","Aksomati Prime Barrel","Titania Prime Blueprint","Strun Prime Blueprint"
"Meso S2 Relic (Intact) ","Paris Prime String (25.33%)","Bronco Prime Blueprint (25.33%)","Galatine Prime Blade (25.33%)","Paris Prime Grip (11.0%)","Forma Blueprint (11.0%)","Saryn Prime Chassis (2.0%)","Meso","S2","Intact","Paris Prime String","Bronco Prime Blueprint","Galatine Prime Blade","Paris Prime Grip","Forma Blueprint","Saryn Prime Chassis"
"Meso S3 Relic (Intact) ","Valkyr Prime Blueprint (25.33%)","Nekros Prime Chassis (25.33%)","Akbronco Prime Blueprint (25.33%)","Ash Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Spira Prime Pouch (2.0%)","Meso","S3","Intact","Valkyr Prime Blueprint","Nekros Prime Chassis","Akbronco Prime Blueprint","Ash Prime Blueprint","Forma Blueprint","Spira Prime Pouch"
"Meso S4 Relic (Intact) ","Fang Prime Blueprint (25.33%)","Banshee Prime Neuroptics (25.33%)","Galatine Prime Blade (25.33%)","Fang Prime Handle (11.0%)","Trinity Prime Blueprint (11.0%)","Saryn Prime Blueprint (2.0%)","Meso","S4","Intact","Fang Prime Blueprint","Banshee Prime Neuroptics","Galatine Prime Blade","Fang Prime Handle","Trinity Prime Blueprint","Saryn Prime Blueprint"
