"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"Ninja","","Gauntlet (Yuffie Only)","6","PHY","Single enemy","Physical","6.72","Water, Earth","2.10","4/4/8 single ranged attacks (0.84 each) if the user has Physical Blink 0/1/2","Y","Lowest HP% enemy","90","2","10","Ice Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Glory Fest 2020","鎧袖一触(ユフィ専用)","30231231"
"Ninja","","Exsanguination (Kiros Only)","6","PHY","Single enemy","Physical","5.50","Ice, Dark","0.83","Five single attacks (1.10 each)","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Clash of Gunblades","ブラッドペイン(キロス専用)","30231261"
"Ninja","","Dream within a Dream (Thancred Only)","6","NAT","Single enemy","Hybrid","-","Earth, Wind, Poison","0.83","4/5/6 single hybrid attacks (1.10 or 525.00 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Y","Lowest HP% enemy","80","2","10","Earth Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Thrills and Treats","夢幻三段(サンクレッド専用)","30231251"
"Bard","","Requiem","2","NAT","Single","Magical","4.20","-","1.65","One single attack (4.20)","Y","Lowest HP% enemy","60","2","10","Lesser White","8","15","30","45","75","Lesser Dark","5","10","20","30","50","","","","","","","","","","","","","To the Holy Land","レクイエム","30241001"
"Bard","","Rallying Etude","3","NAT","All allies","","","","1.65","[ATK +15%] for 25 seconds","Y","All allies","65","2","10","Power","3","6","12","18","30","White","5","10","20","30","50","Wind","3","6","12","18","30","","","","","","","To the Holy Land","ちからのうた","30241002"
"Bard","","Lullaby","2","NAT","All enemies","","","","1.50","Causes [Sleep] (20%)","N","All enemies","60","2","10","Lesser White","8","15","30","45","75","Lesser Ice","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #11","子守歌","30241011"
"Bard","","Mana's Paean","3","NAT","All allies","","","","1.65","[MAG +15%] for 25 seconds","N","All allies","65","2","10","Power","3","6","12","18","30","White","5","10","20","30","50","Dark","3","6","12","18","30","","","","","","","Dungeons Update #11","魔力の歌","30241021"
"Bard","","Spellbend Etude","4","NAT","All allies","","","","1.65","Grants [Shell]","N","All allies","75","2","10","Greater Power","3","6","12","18","30","Greater White","5","10","20","30","50","Greater Earth","3","6","12","18","30","","","","","","","Dungeons Update #11","耐魔のエチュード","30241031"
"Bard","","Enveloping Etude","4","NAT","All allies","","","","1.65","Grants [Protect]","N","All allies","75","2","10","Greater Power","3","6","12","18","30","Greater White","5","10","20","30","50","Greater Earth","3","6","12","18","30","","","","","","","Defying Fate","堅守のエチュード","30241041"
"Bard","","Angelsong","5","NAT","All allies","","","","1.65","Grants [High Regen]","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","The Gilded Concert","天使の詩","30241061"
"Bard","","Allegro con Moto","6","NAT","All allies","","","","1.65","Grants [Magical Quick Cast 3]","Y","All allies","100","2","10","White Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Holy Crystal","6","12","18","30","60","","","","","","","The Dark Mage","アレグロコンモート","30241071"
"Bard","","Mage's Hymn","5","NAT","All allies","","","","1.65","Grants [Hymn MAG +10%/20%/30%/40%/50%], grants [Mystic Bard 1/2/3/4/4] to the user if the user has Mystic Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Limelit Stage","魔神の賛歌","30241081"
"Bard","","Warrior's Hymn","5","NAT","All allies","","","","1.65","Grants [Hymn ATK +10%/20%/30%/40%/50%], grants [Battle Bard 1/2/3/4/4] to the user if the user has Battle Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Fire","6","12","24","36","60","Major Earth","10","20","40","60","100","","","","","","","Limelit Stage","鬼神の戦歌","30241091"
"Bard","","Goddess's Paean","5","NAT","All allies","","","","1.65","Grants [Hymn MND +10%/20%/30%/40%/50%], grants [Sacred Bard 1/2/3/4/4] to the user if the user has Sacred Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","Clad in Red","女神の聖歌","30241101"
"Bard","","Ode to Victory","5","NAT","All allies","","","","1.65","Grants [Critical Chance 10%/20%/30%/40%/50%] for 10 seconds, grants [Tactical Bard 1/2/3/4/4] to the user if the user has Tactical Bard 0/1/2/3/4","Y","All allies","85","2","10","Major Power","6","12","24","36","60","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","","","","","","","Summer Sun Festival","武神の凱歌","30241111"
"Bard","","Divine Dirge","6","NAT","Single enemy","Magical","10.32","Holy, NE","1.65","Three single attacks (3.44 each), grants [10% Damage Reduction Barrier 1] to all allies every second activation","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Radiant Forgery","神威の鎮魂歌","30241121"
"Bard","","Celestial Stasis (Orran Only)","6","NAT","All enemies","","","","1.65","Removes [Haste], grants [Physical Quick Cast 2] to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Bloomfest","星天停止(オーラン専用)","30241131"
"Bard","","Wild Rose Prayer (Hilda Only)","6","NAT","All allies","","","","1.65","Restores 1500 HP, grants [10% Damage Reduction Barrier 1]","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (II)","のばらの祈り(ヒルダ専用)","30241141"
"Bard","","Hymn of Healing (Deuce Only)","6","NAT","All allies","","","","1.65","Restores 1000 HP, grants [Hymn of Healing ATK and MAG +5%/10%/20%/30%], grants [Performance 1/2/3/3] to the user if the user has Performance 0/1/2/3","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (Type-0)","白のセレナーデ(デュース専用)","30241151"
"Bard","","Prismatic Light (Aria Only)","6","NAT","All allies","","","","1.65","Grants [HP Stock (1500)], grants [Magical High Quick Cast 1] every second activation","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (III)","虹の光(エリア専用)","30241161"
"Bard","","Fabled Song (Edward Only)","6","NAT","All allies","","","","1.65","Grants [111% Quick Cast 1]/[125% Quick Cast 1]/[142% Quick Cast 1]/[166% Quick Cast 1]/[Quick Cast 1], grants [Incognito Mode 1/2/3/4/4] to the user if the user has Incognito Mode 0/1/2/3/4","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","A Tender Melody Dedicated to You","伝説の歌(ギルバート専用)","30241171"
"Dancer","","Box Step","3","NAT","All enemies","","","","1.65","[DEF -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Dungeons Update #11","ボックスステップ","30251021"
"Dancer","","Box Step Sarabande","4","NAT","All enemies","","","","1.65","[DEF -40%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Earth","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","A Brewing Nightmare","ハイボックスステップ","30251022"
"Dancer","","Stutter Step","3","NAT","All enemies","","","","1.65","[RES -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Ice","3","6","12","18","30","","","","","","","Dungeons Update #11","スタッターステップ","30251031"
"Dancer","","Stumble Step","4","NAT","All enemies","","","","1.65","[RES -50%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Ice","3","6","12","18","30","Greater Wind","5","10","20","30","50","","","","","","","Forgotten Bond","ハイスタッターステップ","30251032"
"Dancer","","Weak Polka","3","NAT","All enemies","","","","1.65","[ATK -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Defying Fate","ウィークポルカ","30251041"
"Dancer","","Exhausting Polka","4","NAT","All enemies","","","","1.65","[ATK -40%] for 15 seconds","N","All enemies","75","2","10","Greater Fire","3","6","12","18","30","Greater Wind","5","10","20","30","50","Greater Dark","3","6","12","18","30","","","","","","","Forgotten Bond","ハイウィークポルカ","30251042"
"Dancer","","Halting Rumba","4","NAT","All enemies","","","","1.80","Causes [Stop] (70%)","N","All enemies","75","2","10","Greater Power","3","6","12","18","30","Greater Wind","5","10","20","30","50","Greater Dark","3","6","12","18","30","","","","","","","Tempered Resolve","ストップルンバ","30251051"
"Dancer","","Heathen Frolic","3","NAT","All enemies","","","","1.65","[MAG -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Ice","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Tempered Resolve","アンフェイス","30251061"
"Dancer","","Heathen Frolic Sarabande","4","NAT","All enemies","","","","1.65","[MAG -50%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Lightning","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","A Brewing Nightmare","ハイアンフェイス","30251062"
"Dancer","","Multi Break","5","NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -30%] for 15 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Holy","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","A Brewing Nightmare","ブレイクフィーバー","30251071"
"Dancer","","Crushing Tango","5","NAT","All enemies","","","","1.65","[DEF and RES -50%] for 10 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Unswayed by Phantoms","クラッシュタンゴ","30251081"
"Dancer","","Enfeebling Jitterbug","5","NAT","All enemies","","","","1.65","[ATK and MAG -50%] for 10 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Black","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Unswayed by Phantoms","スマッシュジルバ","30251091"
"Dancer","","Passionate Salsa","6","NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -50% (10s)], restores 500/600/700/800/1000 HP to all allies at 1/2/3/4/5 uses, resets if KO'd","N","All enemies","100","2","10","White Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Howling Tempest: The Grand Hunt","パッションサルサ","30251101"
"Dancer","","War Dance (Penelo Only)","6","NAT","All allies","","","","1.65","Restores 1000 HP, grants [War Dance ATK and MAG +5%/10%/20%/30%], grants [Proficiency 1/2/3/3] to the user if the user has Proficiency 0/1/2/3","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Clad in Hatred","ブレイブダンス(パンネロ専用)","30251111"
"Dancer","","Slots (Selphie Only)","6","NAT","All enemies","","","","1.65","Causes [ATK and MAG -50% (8s)], restores 1500 HP to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Lion and Knight","スロット(セルフィ専用)","30251121"
"Dancer","","Heroic Harmony (Mog Only)","6","NAT","All allies","","","","1.65","Restores 1500 HP, grants [Dancing Warrior MAG +5%/10%/20%/30%], grants [Dancing Warrior 1/2/3/3] to the user if the user has Dancing Warrior 0/1/2/3","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Bug Catching Strategy","伝説のハーモニー(モグ専用)","30251131"
"Dancer","","Joyful Dance (Cait Sith Only)","6","NAT","All enemies","","","","1.65","Causes [DEF and RES -50% (8s)], grants [HP Stock (1000)] to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Transparent Existence","ジョイフルダイス(ケット・シー専用)","30251141"
"Dancer","","Echo's Prize (Echo Only)","6","NAT","All allies","","","","1.65","Restores 800/1100/1400/1700/2000 HP scaling with uses","N","All allies","100","","","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories II (Type-0)","エコーのご褒美(エコー専用)","30251161"
"Dancer","","Sidekick (Montblanc Only)","6","NAT","All enemies","","","","1.65","Causes [DEF and RES -50% (8s)], grants [HP Stock (1000)] to all allies","","","","","","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (FFT)","手助け(モンブラン専用)","30251151"
"Machinist","","Blind Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Blind, causes [Blind] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","A Meeting Beyond Time","ブライン弾","30261011"
"Machinist","","Silence Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Silence, causes [Silence] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Ice","3","6","12","18","30","Greater Lightning","3","6","12","18","30","","","","","","","A Meeting Beyond Time","サイレス弾","30261021"
"Machinist","","Poison Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Poison, causes [Poison] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Eternal Calm","ポイズン弾","30261031"
"Machinist","","Confuse Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Confuse, causes [Confuse] (60%), doesn't remove Confuse","Y","Random enemy without status","75","2","10","Greater Ice","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Consorting with Sky Pirates","コンフュ弾","30261041"
"Machinist","","Bio Grenade","5","PHY","All enemies","Physical","2.40","Poison","1.65","Two group ranged attacks (1.20 each), causes [Poison] (20%)","N","All enemies","75","2","10","Major Power","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Two Sides of a Coin","バイオグレネード","30261051"
"Machinist","","Penalty Snipe","6","PHY","All enemies","Physical","3.00","Poison, NE","1.65","Three group ranged attacks (1.00/1.15/1.25/1.35 each) if the target has 0/1/2/3 ailments","Y","All enemies","90","2","10","Ice Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","","","","","","","The Five Dooms","ペナルティスナイプ","30261061"
"Machinist","","Rapid Fire","5","PHY","Random enemies","Physical","3.50","-","1.65","Ten group ranged attacks (0.35 each)","Y","Random enemies","100","2","10","Major Fire","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","A Sword for Peace","ラピッドファイア","30261071"
"Machinist","","Tempest Snipe","5","PHY","Single enemy","Physical","3.42","Lightning","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Family Secrets","テンペストスナイプ","30261081"
"Machinist","","Spark Offering","5","PHY","Single enemy","Physical","2.00","Lightning","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Lightning 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Road Trip to Remember","スパークオファ","30261091"
"Machinist","","Frost Offering","5","PHY","Single enemy","Physical","2.00","Ice","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Borrowed Dreams","コールドオファ","30261101"
"Machinist","","Flame Offering","5","PHY","Single enemy","Physical","2.00","Fire","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Unswayed by Phantoms","ヒートオファ","30261111"
"Machinist","","Burning Snipe","5","PHY","Single enemy","Physical","3.42","Fire","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Unswayed by Phantoms","バーニングスナイプ","30261121"
"Machinist","","Freezing Snipe","5","PHY","Single enemy","Physical","3.42","Ice","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Unswayed by Phantoms","フリージングスナイプ","30261131"
"Machinist","","Burnt Offering","6","PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Revel in Destruction","フレイムオファ","30261141"
"Machinist","","Icy Offering","6","PHY","Single enemy","Physical","3.40","Ice","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Black Crystal","6","12","18","30","60","Ice Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Hatred Incarnate","フロストオファ","30261151"
"Machinist","","Plasma Shock","6","PHY","Single enemy","Physical","3.40","Lightning","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Lightning 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Lightning","プラズマオファ","30261161"
"Machinist","","Beast Flare (Vincent Only)","6","NAT","Single enemy","Hybrid","-","Fire","1.65","Six single hybrid ranged attacks (1.10 or 3.50 each)","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Autumn Festival 2020","ビーストフレア(ヴィンセント専用)","30261171"
"Machinist","","Trinity Grenade","6","PHY","Single enemy","Physical","4.40","Fire, Lightning, Ice","1.65","Five single ranged attacks (0.88 each)","Y","Lowest HP% enemy","90","2","10","Fire Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Shocking Forgery","トリニティグレネード","30261181"
"Machinist","","Charged Shot (Cater Only)","6","PHY","Single enemy","Physical","3.00","Fire, Ice, Lightning","1.65","Three single ranged attacks (1.00 each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (Type-0)","チャージショット(ケイト専用)","30261201"
"Machinist","","Pyramid (Reno Only)","6","NAT","Single enemy","Hybrid","-","Lightning, NE","1.65","Six single hybrid ranged attacks (1.10 or 3.50 each), removes [Haste] every second activation","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (VII)","ピラミッド(レノ専用)","30261211"
"Machinist","","Trigger Happy (Prompto Only)","6","PHY","Single enemy","Physical","5.95","Lightning","1.65","Seven single ranged attacks (0.85 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","King in Waiting (2021)","トリガーハッピー(プロンプト専用)","30261191"
"Machinist","","Desperado (Laguna Only)","6","PHY","Single enemy","Physical","5.50","Ice","1.65","Five group ranged attacks (0.92~1.10 scaling with targets), causes [Imperil Ice 10% (5s)] every second activation","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Visit from the Future","デスペラード(ラグナ専用)","30261221"
"Machinist","","Fires of War (Balthier Only)","6","PHY","Single enemy","Physical","5.95","Fire","1.65","Seven single ranged attacks (0.85 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","6th Anniversary Festival","略奪のコンパス(バルフレア専用)","30261231"
"Machinist","","Enfeeble (Edgar Only)","6","PHY","Single enemy","Physical","3.00","Poison, Fire, Lightning","1.65","Three single ranged attacks (1.00 each), causes [Imperil Poison 10% (5s)], [Imperil Fire 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","The Deserted Kingdom","ウィークメーカー(エドガー専用)","30261241"
"Machinist","","Trigger Finger (King Only)","6","PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single ranged attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Soggy Magicites","クイックドロウ(キング専用)","30261251"
"Darkness","","Dark Bargain","4","PHY","Single","Physical","2.20","Dark","1.65","One single attack (2.20), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","70","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Twin Stars of Mysidia","ダークレイド","30271001"
"Darkness","","Sanguine Cross","5","PHY","Single","Physical","3.80","Dark","1.65","Four single attacks (0.95 each), damages the user for 15% max HP","Y","Lowest HP% enemy","75","2","10","Major Power","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Twin Stars of Mysidia","ブラッディクロス","30271011"
"Darkness","","Dark Zone","5","BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.50 multiplier if the user has any Doom","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Angel of Death","ダークゾーン","30271021"
"Darkness","","Memento Mori","4","BLK","Single","Magical","8.00","Dark","1.65","One single attack (8.00), causes [Doom: 45] to the user, [MAG +30%] to the user for 50 seconds","Y","Lowest HP% enemy","70","2","10","Greater Black","3","6","12","18","30","Greater Non-Elemental","3","6","12","18","30","Greater Dark","5","10","20","30","50","","","","","","","Angel of Death","メメント・モリ","30271031"
"Darkness","","Death Throes","4","PHY","Single","Physical","1.80","Dark","1.65","One single attack (1.80), causes [Doom: 45] to the user, [ATK +30%] to the user for 50 seconds","Y","Lowest HP% enemy","70","2","10","Greater Ice","3","6","12","18","30","Greater Earth","3","6","12","18","30","Greater Dark","5","10","20","30","50","","","","","","","In the Footsteps of Greatness","死中活","30271041"
"Darkness","","Reaping Scythe","5","PHY","Single","Physical","2.20","Dark","1.65","Four single attacks (0.55 each), 1.00 multiplier if the user has any Doom","Y","Lowest HP% enemy","75","2","10","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","In the Footsteps of Greatness","告死の大鎌","30271051"
"Darkness","","Morbid Countdown","5","BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.80 multiplier if the user has any Doom, causes [Doom Timer -3] to the user","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Ice","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Flash of Defiance","イービルカウント","30271061"
"Darkness","","Dire Heal","5","BLK","Single","Magical","10.40","Dark","1.65","Four single attacks (2.60 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Destroyer of Light and Dark","ドレッドヒール","30271071"
"Darkness","","Dwindling Spirit","5","PHY","Single","Physical","4.40","Dark","1.65","3/4/5 single attacks (0.88 each) if the user's Doom timer is below 20/5","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Awakening Cloud","残魂の連打","30271081"
"Darkness","","Necrofear","5","BLK","Single","Magical","15.00","Dark","1.65","3/4/5 single attacks (3.00 each) if the user's Doom timer is below 20/5","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Awakening Cloud","ネクロフィアー","30271091"
"Darkness","","Dread Weapon","5","PHY","Single enemy","Physical","3.00","Dark","1.65","Four single attacks (0.75 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","The Shadow Stirs","ドレッドウェポン","30271101"
"Darkness","","Crimson Cross","5","PHY","Single enemy","Physical","4.40","Dark","1.65","Four single attacks (1.10 each), damages the user for 25% max HP","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","The Torch Burns On","クリムゾンクロス","30271111"
