Realm,Character,Img,Name,Tier,Type,Target,Formula,Multiplier,Element,Time,Effects,Counter,Auto Target,Points,Soulbreak Bonus,Relic,Name (JP),ID
XV,Aranea,,True Air Superiority,AASB,PHY,Single enemy,Physical,9.00,"Lightning, Dark, NE",2.5,"Fifteen single ranged jump attacks (0.60 each), grants Attach Lightning, Awoken Lightning, Damage Cap +10000, Magitek Lance Expert Mode and Magitek Lance Expert 0 to the user",N,Lowest HP% enemy,500,ATK +10,Stoss Spear+ (XV),真エア・スペリオリティ,22980006.0
XV,Aranea,,Highwind OB,AOSB,PHY,Single enemy,Physical,24.00,"Lightning, Dark",2.5,Three single ranged jump attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Magitek Shield (XV),ハイウィンド・OB,22980007.0
XV,Aranea,,Rush Superiority,Glint+,PHY,Single enemy,Physical,3.12,"Lightning, Dark, NE",0.01,"Six single ranged jump attacks (0.52 each), grants Attach Lightning and Attach Lightning Stacking to the user",N,Lowest HP% enemy,0,ATK +10,Magitek Suit (XV),ラッシュスペリオリティ,22980008.0
XV,Cor,,Knife Throw,Default,PHY,Single enemy,Physical,1.50,-,2.5,Two ranged attacks (0.75 each),N,Lowest HP% enemy,500,,-,小刀投げ,23420001.0
XV,Cor,,Lion's Roar,AASB,PHY,Single enemy,Physical,9.00,"Fire, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Fire, Awoken Samurai, Damage Cap +10000, Samurai Quick Cast, High Retaliate and Critical Damage +50% to the user",N,Lowest HP% enemy,500,ATK +10,Kiku-ichimonji (XV),子吼,23420002.0
XV,Cor,,Servant of Two Kings,AOSB,PHY,Single enemy,Physical,24.00,Fire,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Kotetsu (XV),二王に仕えし者,23420003.0
XV,Cor,,Strength of the Former King,USB,PHY,Single enemy,Physical,6.30,"Fire, NE",0.01,"Ten single attacks (0.63 each), grants Instant Cast 1 and Lion Slash Follow-up to the user",N,Lowest HP% enemy,500,ATK +10,Cor's Fatigues (XV),先代王の力,23420004.0
XV,Cor,,Blade of the Immortal,Glint,PHY,Single enemy,Physical,3.12,"Fire, NE",0.01,"Six single attacks (0.52 each), grants Attach Fire Stacking and Attach Fire to the user",N,Lowest HP% enemy,250,ATK +10,Carbon Bangle (XV),不死将軍の剣閃,23420005.0
FFT,Ramza,,Focus (FFT),Default,NAT,Self,,,,3.0,ATK +35% for 25 seconds,N,Self,500,,-,ためる,22140001.0
FFT,Ramza,,Shout,SSB,NAT,All allies,,,,3.0,"Grants Haste, ATK +50% for 25 seconds",N,All allies,500,ATK +10,Platinum Sword (FFT),さけぶ,22140002.0
FFT,Ramza,,Tailwind,SB,NAT,All allies,,,,2.75,"Restores HP for 40% of the target's maximum HP, grants Protect",N,All allies,500,,Grand Armor (FFT),エール,22140003.0
FFT,Ramza,,Hail of Stones,SB,PHY,Single enemy,Physical,5.34,-,3.0,"Six single ranged attacks (0.89 each), causes Stun (100%)",N,Lowest HP% enemy,500,,Nu Khai Armband (FFT),投石六連弾,22140004.0
FFT,Ramza,,Unsung Hero,BSB,PHY,All enemies,Physical,5.85,Holy,2.5,"Five group attacks (1.17 each), DEF +100% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Iga Blade (FFT),裏の英雄,22140005.0
FFT,Ramza,,Chant,SSB,NAT,All allies,,,,2.5,Grants Stoneskin: 30% and Critical Damage +50%,N,All allies,500,ATK +10,Genji Gloves (FFT),おまじない,22140006.0
FFT,Ramza,,History's Truth,USB,NAT,All allies,,,,2.5,"ATK, DEF and MAG +30% for 25 seconds, grants Instant Cast 1",N,All allies,500,ATK +10,Sasuke's Blade (FFT),歴史の真実,22140007.0
FFT,Ramza,,Battle Cry (FFT),BSB,NAT,All allies,,,,2.5,"Grants Haste, ATK +50% for 25 seconds, grants Attach Holy and Burst Mode to the user",N,All allies,500,ATK +10,Kiyomori (FFT),おうえん【FFT】,22140008.0
FFT,Ramza,,Flutegrass Memories,CSB,NAT,All allies,,,,2.5,"Activates Holy Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Diamond Shield (FFT),草笛の思い出,22140009.0
FFT,Ramza,,Seeker of Truth,USB,PHY,Single enemy,Physical,7.10,"Holy, NE",2.5,"Ten single attacks (0.71 each), grants High Quick Cast 1, Attach Holy and Seeker of Truth to the user",N,Lowest HP% enemy,500,ATK +10,Vigilante (FFT),真探る傭兵,22140010.0
FFT,Ramza,,Knight Gallant's Glory,AOSB,PHY,Single enemy,Physical,24.00,Holy,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Ancient Sword (FFT),天騎士の誇り,22140011.0
FFT,Ramza,,Mettle,Glint,NAT,All allies,,,,0.01,"Grants Stoneskin: 30%, grants Attach Holy to the user",N,All allies,250,ATK +10,Mercenary Ramza's Guise (FFT),ガッツ,22140012.0
FFT,Ramza,,Blade of Truth,AASB,PHY,Single enemy,Physical,9.00,"Holy, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Holy, Awoken Knight, Damage Cap +10000 and Flag of Rebellion Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Kiku-ichimonji (FFT),刻まれた記憶の剣,22140013.0
FFT,Ramza,,Noble Cry,Glint+,PHY,Single enemy,Physical,3.12,"Holy, NE",0.01,"Six single attacks (0.52 each), grants Attach Holy Stacking and Attach Holy to the user",N,Lowest HP% enemy,0,ATK +10,Platinum Shield (FFT),ウォークライコマンダー,22140014.0
FFT,Agrias,,Judgment Blade,Default,PHY,Single enemy,Physical,1.30,-,2.75,"One single attack (1.30), causes Stop (50%)",N,Lowest HP% enemy,500,,-,不動無明剣,22150001.0
FFT,Agrias,,Hallowed Bolt,SSB,PHY,All enemies,Physical,6.00,-,2.75,"Four group ranged attacks (1.50 each), causes Paralyze (15%) and Silence (15%)",N,All enemies,500,ATK +10,Defender (FFT),無双稲妻突き,22150002.0
FFT,Agrias,,Cleansing Strike,SB,PHY,Single enemy,Physical,5.13,-,3.0,"Three single ranged attacks (1.71 each), ATK and MAG -50% for 25 seconds",N,Lowest HP% enemy,500,,Kaiser Shield (FFT),乱命割殺打,22150003.0
FFT,Agrias,,Divine Ruination,BSB,PHY,All enemies,Physical,5.88,Holy,2.5,"Four group ranged attacks (1.47 each), causes Imperil Holy 20% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Excalibur (FFT),聖光爆裂破,22150004.0
FFT,Agrias,,Holy Knight Charge,SSB,PHY,Single enemy,Physical,7.77,"Holy, NE",2.5,"Seven single attacks (1.11 each), grants Attach Holy to the user",N,Lowest HP% enemy,500,ATK +10,Venetian Shield (FFT),ホーリーナイトレイド,22150005.0
FFT,Agrias,,Holy Blade,OSB,PHY,Single enemy,Physical,11.25,"Holy, NE",2.5,"One single attack (11.25) capped at 99999, 12.75 multiplier if exploiting elemental weakness",N,Lowest HP% enemy,500,ATK +10,Ragnarok (FFT),ホーリーブレード,22150006.0
FFT,Agrias,,Loyal Blade,USB,PHY,Single enemy,Physical,7.10,"Holy, NE",2.5,"Ten single attacks (0.71 each), ATK and MAG -50% for 25 seconds, grants Attach Holy and Knight Extended +15% Boost to the user",N,Lowest HP% enemy,500,ATK +10,Durandal (FFT),信義の騎士剣,22150007.0
FFT,Agrias,,Divine Devastation,USB,PHY,Random enemies,Physical,6.70,"Holy, NE",2.5,"Ten random attacks (0.67 each), causes Imperil Holy 20% for 25 seconds, grants Divine Purge Follow-Up to the user",N,Random enemies,500,ATK +10,Save the Queen Divine (FFT),聖光忠烈斬,22150008.0
FFT,Agrias,,Divine Retribution,AOSB,PHY,Single enemy,Physical,24.00,Holy,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Sun Blade (FFT),聖光爆裂連破,22150009.0
FFT,Agrias,,Holy Cross Blade,AASB,PHY,Single enemy,Physical,9.00,"Holy, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Holy, Awoken Knight, Damage Cap +10000 and Incandescent Sear Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Agrias's Guise (FFT),ホーリークロスブレード,22150010.0
FFT,Delita,,Rush (FFT),Default,PHY,Single enemy,Physical,1.50,-,2.5,One single attack (1.50),N,Lowest HP% enemy,500,,-,体当たり【FFT】,22380004.0
FFT,Delita,,Northswain's Strike,SSB,PHY,All enemies,Physical,6.00,-,2.5,"Four group ranged attacks (1.50 each), ATK -50% for 25 seconds",N,All enemies,500,ATK +10,Coral Sword (FFT),北斗骨砕打,22380001.0
FFT,Delita,,Counter Tackle,SB,NAT,All allies,,,,3.0,Grants Physical Blink 1 and Critical Chance 50% for 25 seconds,N,All allies,500,,Maximillian (FFT),反撃タックル,22380002.0
FFT,Delita,,Crush Armor,SB,PHY,Random enemies,Physical,5.15,-,2.5,"Five random ranged attacks (1.03 each), DEF and RES -50% for 25 seconds",N,Random enemies,500,,Main Gauche (FFT),強甲破点突き,22380003.0
FFT,Delita,,Hero-King,BSB,PHY,Random enemies,Physical,6.96,"Holy, Fire, Lightning, Ice",2.5,"Eight random attacks (0.87 each), 50% additional critical damage, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Runeblade (FFT),英雄王,22380005.0
FFT,Delita,,King Apparent,USB,PHY,Single enemy,Physical,6.70,"Holy, Fire, Lightning, Ice",2.5,"Ten single attacks (0.67 each), 0.77 multiplier if exploiting elemental weakness, grants Bushido to the user for 25 seconds, grants Instant Cast 2 to the user",N,Lowest HP% enemy,500,ATK +10,Orichalcum Dirk (FFT),畏国王,22380006.0
FFT,Delita,,The Valiant,AOSB,PHY,Single enemy,Physical,24.00,"Holy, Fire, Lightning, Ice",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Vitanova (FFT),偽らざる者,22380007.0
FFT,Delita,,Somebody to Love,USB,PHY,Single enemy,Physical,6.90,"Holy, Fire, Lightning, Ice",2.5,"Ten single attacks (0.69 each), grants Critical Chance 75% to the user for 25 seconds, grants Quick Cast and Hero-King Blade Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Delita's Armor (FFT),愛にすべてを,22380008.0
FFT,Delita,,Requiem for the Meager,Glint,NAT,Self,,,,0.01,Grants Weakness +30% Boost and High Quick Cast 2,N,Self,250,ATK +10,Zwill Straightblade (FFT),持たざる者,22380009.0
FFT,Ovelia,,Arcane Defense,Default,NAT,All allies,,,,2.5,RES +30% for 25 seconds,N,All allies,500,,-,魔法防御力UP,22390003.0
FFT,Ovelia,,Princess's Prayer,SSB,WHT,All allies,,,,3.0,"Restores HP (85), grants Magical Blink 1",N,All allies,500,MND +10,Healing Staff (FFT),プリンセスの祈り,22390001.0
FFT,Ovelia,,Aegis,SB,WHT,All allies,,,,3.0,Grants Haste and High Regen,N,All allies,500,,Luminous Robe (FFT),マバリア,22390002.0
FFT,Ovelia,,Divine Ward,SSB,NAT,All allies,,,,2.5,"Grants Protect, Shell and HP Stock (2000)",N,All allies,500,MND +10,Lambent Hat (FFT),守りの聖魔法,22390004.0
FFT,Ovelia,,Heart's Lament,BSB,WHT,Single enemy,Magical,11.70,"Holy, NE",2.5,"Five single attacks (2.34 each), restores HP (55) to all allies, MND +30% to the user for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MND +10,Mage's Staff (FFT),悲痛な心の叫び！,22390005.0
FFT,Ovelia,,Divine Dispelna,USB,WHT,All allies,,,,0.01,"Restores HP (85), RES +100% for 25 seconds, grants Last Stand",N,All allies,500,MND +10,Zeus Mace (FFT),聖魔法デスペナ,22390006.0
FFT,Ovelia,,Desperate Plea,BSB,WHT,All allies,,,,2.5,"Restores HP (85), grants Stoneskin: 30%, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Golden Staff (FFT),切なる願いの叫び！,22390007.0
FFT,Ovelia,,Holy Magick Curaja,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants Quick Cast and EX: Princess of Destiny to the user",N,All allies,500,MND +10,Staff of Blessings (FFT),聖魔法ケアルジャ,22390008.0
FFT,Ovelia,,Saintly Wave,Glint,NAT,All allies,,,,0.01,"Grants HP Stock (2000), grants Attach Holy to the user",N,All allies,250,MND +10,Samite Coat (FFT),セイントウェーブ,22390009.0
FFT,Mustadio,,Safeguard,Default,NAT,Single,,,,2.5,Removes negative effects,N,Random ally with status,500,,-,メンテナンス,22400003.0
FFT,Mustadio,,Seal Evil (FFT),SSB,PHY,Random enemies,Physical,7.92,-,2.5,"Eight random attacks (0.99 each), 1.07 multiplier if the target has Stop, Silence or Paralyze, causes Stop (100%), Silence (100%) and Paralyze (100%)",N,Random enemies,500,ATK +10,Romandan Pistol (FFT),邪心封印,22400001.0
FFT,Mustadio,,Leg Shot (FFT),SB,PHY,All enemies,Physical,3.99,-,2.5,"Three group ranged attacks (1.33 each), 1.47 multiplier if the target has Slow, causes Slow (100%)",N,All enemies,500,,Adamant Vest (FFT),足を狙う【FFT】,22400002.0
FFT,Mustadio,,Heart Piercer,SSB,PHY,All enemies,Physical,5.85,-,2.5,"Five group ranged attacks (1.17 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds",N,All enemies,500,ATK +10,Mythril Gun (FFT),ハートを撃ち抜く,22400004.0
FFT,Mustadio,,Sharpshot Spray,BSB,PHY,Random enemies,Physical,7.52,-,2.5,"Eight random ranged attacks (0.94 each), ATK and MAG -40% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Stoneshooter (FFT),狙撃・乱れ撃ち,22400005.0
FFT,Mustadio,,Enchanted Machinegun,USB,PHY,Random enemies,Physical,6.80,"Fire, NE",2.5,"Ten random ranged attacks (0.68 each), causes Imperil Fire 20% for 25 seconds, grants Quick Cast 1 and Machinist Quick Cycle: Fire to the user",N,Random enemies,500,ATK +10,Blaze Gun (FFT),発掘兵器・魔シンガン,22400006.0
FFT,Orlandeau,,For the Homeland,Default,PHY,All enemies,Physical,1.10,-,2.5,One group attack (1.10),N,All enemies,500,,-,護国の剣,22550003.0
FFT,Orlandeau,,Thunder God,OSB,PHY,Single enemy,Physical,15.00,"Holy, Lightning",3.75,"One single attack (15.00) capped at 99999, grants Thunder God's Might to the user",N,Lowest HP% enemy,500,ATK +10,Saintly Excalibur (FFT),雷神,22550001.0
FFT,Orlandeau,,Swordplay,BSB,PHY,Random enemies,Physical,10.00,"Holy, Dark",3.75,"Ten random attacks (1.00 each), causes Instant KO (100%), grants Intervention to the user for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Orlandeau's Cloak (FFT),全剣技,22550002.0
FFT,Orlandeau,,Sword of Saints,SSB,PHY,All enemies,Physical,5.04,"Holy, Lightning",0.01,"Six group attacks (0.84 each), grants Instant Cast 2 to the user",N,All enemies,500,ATK +10,Chaos Blade (FFT),畏国最強の剣,22550004.0
FFT,Orlandeau,,Sword Saint,USB,PHY,Single enemy,Physical,6.69,"Holy, Dark",2.5,"Twelve single attacks (0.58 each), 100% additional critical chance, grants 100% Critical and EX: Sword Saint to the user",N,Lowest HP% enemy,500,ATK +10,Excalibur Trueblade (FFT),剣聖,22550005.0
FFT,Orlandeau,,Sword Saint's Savvy,AASB,PHY,Single enemy,Physical,9.00,"Holy, Dark, NE",2.5,"Fifteen single attacks (0.60 each), 100% add. crit., grants 100% Critical, Awoken Thunder God Mode, Damage Cap +10000 and Thunder God's Might to the user",N,Lowest HP% enemy,500,ATK +10,Ragnarok Masterblade (FFT),剣聖神技,22550006.0
FFT,Orlandeau,,Swordplay Extraordinaire,AOSB,PHY,Single enemy,Physical,19.00,"Holy, Dark",2.5,"Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Masamune (FFT),全剣技・極,22550007.0
FFT,Orlandeau,,Sword Saint's Honor,Glint,NAT,Self,,,,0.01,Grants Critical Damage +50% and Instant Cast 1,N,Self,250,ATK +10,Mythril Helm (FFT),剣聖ノ矜持,22550008.0
FFT,Gaffgarion,,World-weary Blade,Default,PHY,All enemies,Physical,0.90,Dark,2.5,"One group attack (0.90), causes Blind (15%)",N,All enemies,500,,-,厭世の剣,22560003.0
FFT,Gaffgarion,,Fellsword Dance,BSB,PHY,Single enemy,Physical,6.48,"Dark, NE",2.5,"Eight single attacks (0.81 each), grants Haste, Attach Dark and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Chaosbringer (FFT),暗黒剣舞,22560001.0
FFT,Gaffgarion,,Duskblade,SSB,PHY,All enemies,Physical,5.88,"Dark, NE",2.5,"Four group ranged attacks (1.47 each), smart ether 1 to all allies",N,All enemies,500,ATK +10,Gaffgarion's Shell (FFT),暗の剣,22560002.0
FFT,Gaffgarion,,Dance with Shadows,USB,PHY,Random enemies,Physical,7.10,"Dark, NE",2.5,"Ten random attacks (0.71 each), ATK and DEF +30% to the user for 25 seconds, grants Attach Dark and Everlasting Darkness Follow-Up to the user",N,Random enemies,500,ATK +10,Giant's Axe (FFT),闇の剣・乱舞,22560004.0
FFT,Gaffgarion,,Cimmerian Edge,AOSB,PHY,Single enemy,Physical,24.00,Dark,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Deathbringer (FFT),漆黒の剣,22560005.0
FFT,Gaffgarion,,Unholy Sacrifice,USB,PHY,Single enemy,Physical,7.10,"Dark, NE",2.5,"Ten single attacks (0.71 each), grants Attach Dark, Gaffgarion's Dark Drain and Brave Mode to the user",N,Lowest HP% enemy,500,ATK +10,Gaffgarion's Helm (FFT),イービルデッド,22560006.0
FFT,Gaffgarion,,Mercenary's Worth,Glint,NAT,Self,,,,0.01,"Grants Attach Dark Stacking, Attach Dark and High Quick Cast 2",N,Self,250,ATK +10,Golden Axe (FFT),傭兵の真価,22560007.0
FFT,Rapha,,Swiftness,Default,BLK,Self,,,,2.5,Grants Magical Quick Cast 2,N,Self,500,,-,ショートチャージ,22700003.0
FFT,Rapha,,Heaven's Wrath (FFT),BSB,BLK,Random enemies,Magical,16.80,"Lightning, NE",2.5,"Eight random attacks (2.10 each), MAG and RES +30% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,MAG +10,Cypress Pole (FFT),天鼓雷音,22700002.0
FFT,Rapha,,Ashura,SSB,BLK,All enemies,Magical,13.62,"Fire, NE",2.5,"Six group attacks (2.27 each), grants Haste to all allies, grants Magical Quick Cast 2 to the user",N,All enemies,500,MAG +10,Wizard's Robe (FFT),阿修羅,22700001.0
FFT,Rapha,,Miracle of Scorpio,USB,NAT,All allies,,,,2.5,"MAG +30% for 25 seconds, grants Haste and Magical Quick Cast 3, grants Attach Lightning to the user",N,All allies,500,MAG +10,Musk Pole (FFT),スコーピオの奇跡,22700004.0
FFT,Rapha,,Nethersky Mantra,AASB,BLK,Single enemy,Magical,22.50,"Lightning, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Lightning, Awoken Lightning, Damage Cap +10000 and Fateful Mantra to the user",N,Lowest HP% enemy,500,MAG +10,Dragon Rod (FFT),真言・表裏一体,22700005.0
FFT,Rapha,,Mantra Mysteries,Glint,NAT,All allies,,,,0.01,Grants 75% Damage Reduction Barrier 1 and Haste,N,All allies,250,MAG +10,Iron Fan (FFT),真言の秘奥,22700006.0
FFT,Marach,,Teleport (FFT),Default,BLK,Self,,,,2.5,Grants Instant Cast 1,N,Self,500,,-,テレポ【FFT】,22710003.0
FFT,Marach,,Hell's Wrath,BSB,BLK,Random enemies,Magical,17.04,"Lightning, Dark",2.5,"Eight random attacks (2.13 each), MAG and RES -40% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,MAG +10,Battle Bamboo (FFT),裏天鼓雷音,22710002.0
FFT,Marach,,Nether Ashura,SSB,BLK,All enemies,Magical,14.22,"Fire, Dark",2.5,"Six group attacks (2.37 each), ATK and RES -50% for 25 seconds",N,All enemies,500,MAG +10,Headband (FFT),裏阿修羅,22710001.0
FFT,Marach,,Khamja Collusion,USB,BLK,Random enemies,Magical,16.56,"Lightning, NE",0.01,"Eight random attacks (2.07 each), ATK, DEF, MAG and RES -40% for 25 seconds, grants Magical Blink 1 to all allies",N,Random enemies,500,MAG +10,Gokuu Pole (FFT),カミュジャ連携術,22710004.0
FFT,Marach,,Bestial Wrath,AASB,BLK,Single enemy,Magical,22.50,"Lightning, Dark, NE",2.5,"Fifteen single attacks (1.50 each), causes Medium Imperil Lightning, grants Awoken Lightning, Damage Cap +10000 and Lightning Instant Cast to the user",N,Lowest HP% enemy,500,MAG +10,Octagonal Rod (FFT),操獣・裏天鼓雷音,22710005.0
FFT,Marach,,Khamja Arts,Glint+,BLK,Single enemy,Magical,7.50,"Lightning, NE",0.01,"Six single attacks (1.25 each), causes Imperil Lightning 20% for 15 seconds",,,0,MAG +10,,,22710006.0
FFT,Meliadoul,,Unyielding Blade,Default,PHY,Single enemy,Physical,1.30,"Earth, Holy",2.5,Two single attacks (0.65 each),N,Lowest HP% enemy,500,,-,剛剣,22950003.0
FFT,Meliadoul,,Crush Helm,BSB,PHY,Random enemies,Physical,7.63,"Earth, Holy",2.5,"Seven random attacks (1.09 each), ATK and DEF -50% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Save the Queen (FFT),剛剣・星天爆撃打,22950001.0
FFT,Meliadoul,,Crush Armor,SSB,PHY,All enemies,Physical,5.88,"Earth, Holy",2.5,"Six group attacks (0.98 each), causes Imperil Earth 20% for 25 seconds",N,All enemies,500,ATK +10,Templar Robe (FFT),剛剣・強甲破点突き,22950002.0
FFT,Meliadoul,,Templar's Fury,USB,PHY,Random enemies,Physical,6.80,"Earth, Holy",2.5,"Ten random ranged attacks (0.68 each), causes Imperil Earth 20% for 25 seconds, DEF, MAG and RES -50% for 25 seconds",N,Random enemies,500,ATK +10,Gaia Gear (FFT),神殿騎士団の猛襲,22950004.0
FFT,Marche,,Combat Combo,Default,PHY,Single enemy,Physical,1.50,-,2.5,Two single attacks (0.75 each),N,Lowest HP% enemy,500,,-,戦士コンボ,23040004.0
FFT,Marche,,Divine Combo,USB,PHY,Single enemy,Physical,7.10,"Holy, NE",2.5,"Ten single attacks (0.71 each), grants Attach Holy and EX: Speed Combo to the user",N,Lowest HP% enemy,500,ATK +10,Burglar Sword (A) (FFT),ディバインコンボ,23040001.0
FFT,Marche,,Knight Combo,BSB,PHY,Single enemy,Physical,7.52,"Holy, NE",2.5,"Eight single attacks (0.94 each), ATK and MND +30% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Linen Cuirass (A) (FFT),騎士コンボ,23040002.0
FFT,Marche,,Nurse,SSB,NAT,All allies,,,,2.5,"Restores HP for 40% of the target's maximum HP, removes negative effects, DEF +100% for 25 seconds",N,All allies,500,ATK +10,Defender (A) (FFT),介抱,23040003.0
FFT,Marche,,Saintly Combo,AOSB,PHY,Single enemy,Physical,19.00,Holy,2.5,"Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Restorer (FFT),セイントコンボ,23040005.0
FFT,Marche,,First Aid (FFT),Glint,NAT,All allies,,,,0.01,"Restores 2000 HP, removes negative effects",N,All allies,250,ATK +10,Jackknife (FFT),応急処置【FFT】,23040006.0
FFT,Montblanc,,Magick Counter,Default,NAT,Self,,,,2.5,Grants Magical Blink 1,N,Self,500,,-,魔法返し,23050003.0
FFT,Montblanc,,Black Combo,BSB,BLK,Single enemy,Magical,16.70,"Fire, Ice, Lightning",2.5,"Ten single attacks (1.67 each), DEF and MAG +30% to all allies for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Firewheel Rod (A) (FFT),黒コンボ,23050001.0
FFT,Montblanc,,Sidekick,SSB,NAT,All allies,,,,2.5,"Grants Haste, MAG and MND +30% for 25 seconds",N,All allies,500,MAG +10,White Staff (A) (FFT),手助け,23050002.0
FFT,Montblanc,,Trinity Combo,USB,BLK,Single enemy,Magical,16.80,"Fire, Ice, Lightning",2.5,"Ten single attacks (1.68 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds, grants Protect and Shell to all allies",N,Lowest HP% enemy,500,MAG +10,Guard Staff (A) (FFT),トリニティコンボ,23050004.0
FFT,Alma,,Gentle Chant,Default,WHT,Single ally,Magical,1.50,-,2.5,"Restores HP (45), damages undeads, MND +20% to the user for 25 seconds",N,Lowest HP% ally,500,,-,やさしいおまじない,23150004.0
FFT,Alma,,Sacred Barrier,USB,WHT,All allies,,,,2.5,"Grants Haste, Protect, Shell, High Regen, Astra and Reraise: 40%",N,All allies,500,MND +10,Nirvana (FFT),聖魔法マバリア,23150001.0
FFT,Alma,,Wisdom of Orbonne,BSB,WHT,All allies,,,,2.5,"Restores HP (85), grants Magical Blink 1, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Staff of the Magi (FFT),オーボンヌの聖智,23150002.0
FFT,Alma,,Cleric's Prayer,SSB,WHT,All allies,,,,2.5,Grants Minor Resist Holy and HP Stock (3000),N,All allies,500,MND +10,Cachusha (FFT),クレリックの祈り,23150003.0
FFT,Alma,,Angelic Vessel,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants Dark Stoneskin: 100% and HP Stock (2000)",N,All allies,500,MND +10,Dreamwaker (FFT),聖天使の器,23150005.0
FFT,Alma,,Divine Awakening,AASB,WHT,All allies,,,,0.01,"Grants HP Stock (6000), Regenga, Protect, Shell, Haste, Reraise: 40% and 75% Damage Reduction Barrier 1, grants Awoken Love Mode to the user",N,All allies,500,MND +10,Alma's Guise (FFT),聖印の目覚め,23150006.0
FFT,Alma,,Azure Radiance,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants 50% Damage Reduction Barrier 2 and High Quick Cast 2",N,All allies,500,MND +10,Judicer's Staff (FFT),青き聖石の光,23150007.0
FFT,Orran,,Stop (FFT),Default,NAT,All enemies,,,,2.5,Causes Stop (70%),N,All enemies,500,,-,ストップ【FFT】,23330003.0
FFT,Orran,,Celestial Stasis,USB,NAT,All allies,,,,2.5,"Grants Magical Blink 1 and Instant Cast 1, ATK, DEF, MAG and RES -70% to all enemies for 8 seconds",N,All allies,500,MND +10,Papyrus Codex (FFT),星天停止,23330001.0
FFT,Orran,,Record of Truth,BSB,NAT,All allies,,,,2.5,"ATK and RES +30% for 25 seconds, grants Critical Damage +50%, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Orran's Guise (FFT),真実の記録,23330002.0
Type-0,Ace,,Avoidance,Default,NAT,Self,,,,2.5,Grants Physical Blink 1,N,Self,500,,-,アボイド,22790004.0
Type-0,Ace,,Jackpot Triad,USB,BLK,Single enemy,Magical,17.00,"Fire, NE",2.5,"Ten single attacks (1.70 each), grants Attach Fire to the user, grants Ace Follow-Up and EX: Attack Hand to the user for 15 seconds",N,Lowest HP% enemy,500,MAG +10,Arcane Deck (Type-0),トライレーザー,22790001.0
Type-0,Ace,,Firaga RF,BSB,BLK,Single enemy,Magical,15.04,"Fire, NE",0.01,"Eight single attacks (1.88 each), grants Physical Blink 1 to all allies, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Ace's Summer Uniform (Type-0),ファイガRF,22790002.0
Type-0,Ace,,Jackpot Shot,SSB,BLK,Single enemy,Magical,17.82,-,2.5,"Six single attacks (2.97 each), restores HP to all allies for 40% of their maximum HP",N,Lowest HP% enemy,500,MAG +10,Akademeia Deck (Type-0),キャノンレーザー,22790003.0
