"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Gladiolus's Fatigues","XV","Light Armor","","","5","20","17","118","0","118","0","0","100","Earth damage +20%","Gladiolus","","Prince's Pillar","5","20","10","87","","87","","","100","7","30","20","133","","133","","","100","22053234","✓","","",""
"Ignis's Fatigues","XV","Light Armor","","","5","20","17","118","0","118","0","0","100","Fire damage +20%","Ignis","","Earnest Chef","5","20","10","87","","87","","","100","7","30","20","133","","133","","","100","22053286","✓","","",""
"Gladiolus's Guise","XV","Light Armor","","","5","20","17","118","0","118","0","0","100","Earth damage +20%","Gladiolus","","Trusted Shield","5","20","10","87","","87","","","100","7","30","20","133","","133","","","100","22053313","✓","","",""
"Frostbite Suit","XV","Light Armor","","","5","20","17","119","0","119","0","0","100","","Aranea","","Magitek Dragoon","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053443","✓","","",""
"Iris's Guise","XV","Light Armor","","","5","20","0","119","0","119","17","0","100","","Iris","","Hidden Admiration","5","20","","88","","88","10","","100","7","30","","134","","134","20","","100","22053233","✓","","",""
"Ignis's Guise","XV","Light Armor","","","5","20","17","119","0","119","0","0","100","","Ignis","Tactical Sense","","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053314","✓","","",""
"Adamant Vest","FFT","Light Armor","","","5","20","17","110","0","110","0","0","100","","Mustadio","Leg Shot (FFT)","","5","20","10","79","","79","","","100","7","30","20","125","","125","","","100","22053099","✓","","",""
"Orlandeau's Cloak","FFT","Light Armor","","","5","20","17","112","0","112","0","0","100","","Orlandeau","Swordplay","","5","20","10","81","","81","","","100","7","30","20","127","","127","","","100","22053138","✓","","",""
"Marach's Guise","FFT","Light Armor","","","5","20","0","116","17","116","17","0","100","Lightning resistance (minor)","Marach","","Sower of Doubt","5","20","","85","10","85","10","","100","7","30","","131","20","131","20","","100","22053227","✓","","",""
"Brigandine","FFT","Light Armor","","","5","20","17","117","0","117","0","0","100","","Ramza","","True Hero","5","20","10","86","","86","","","100","7","30","20","132","","132","","","100","22053139","✓","","",""
"Power Garb","FFT","Light Armor","","","5","20","17","117","0","117","0","0","100","","Gaffgarion","","Dark Knight's Revelry","5","20","10","86","","86","","","100","7","30","20","132","","132","","","100","22053169","✓","","",""
"Orran's Guise","FFT","Light Armor","","","5","20","0","119","0","119","17","0","100","","Orran","Record of Truth","","5","20","","88","","88","10","","100","7","30","","134","","134","20","","100","22053352","✓","","",""
"Ace's Summer Uniform","Type-0","Light Armor","","","5","20","10","115","17","115","0","0","100","Fire resistance (minor)","Ace","Firaga RF","","5","20","10","84","10","84","","","100","7","30","10","130","20","130","","","100","22053205","✓","","",""
"Deuce's Akademeia Uniform","Type-0","Light Armor","","","5","20","0","115","17","115","17","0","100","","Deuce","Concerto","","5","20","","84","10","84","10","","100","7","30","","130","20","130","20","","100","22053206","✓","","",""
"Rem's Guise","Type-0","Light Armor","","","5","20","0","117","17","117","17","0","100","Holy damage +20%","Rem","Siphon Delta","","5","20","","86","10","86","10","","100","7","30","","132","20","132","20","","100","22053251","✓","","",""
"Machina's Guise","Type-0","Light Armor","","","5","20","17","117","0","117","0","0","100","Earth damage +20%","Machina","Slayer of Fear","","5","20","10","86","","86","","","100","7","30","20","132","","132","","","100","22053252","✓","","",""
"Queen's Guise","Type-0","Light Armor","","","5","20","17","117","0","117","0","0","100","Lightning damage +20%","Queen","","Calculated Craft","5","20","10","86","","86","","","100","7","30","20","132","","132","","","100","22053253","✓","","",""
"King's Guise","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","Lightning resistance (minor)","King","Magazine Blast","","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053284","✓","","",""
"Seven's Guise","Type-0","Light Armor","","","5","20","17","118","17","118","0","0","100","Ice damage +20%","Seven","Diving Strike","","5","20","10","87","10","87","","","100","7","30","20","133","20","133","","","100","22053307","✓","","",""
"Sice's Guise","Type-0","Light Armor","","","5","20","17","118","0","118","0","0","100","Dark damage +20%","Sice","Black Hole (Type-0)","","5","20","10","87","","87","","","100","7","30","20","133","","133","","","100","22053309","✓","","",""
"Jack's Finest","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","Ice resistance (minor)","Jack","Lightning Flash","","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053343","✓","","",""
"Cater's Akademeia Uniform","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","","Cater","Trine Shot","","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053380","✓","","",""
"Eight's Akademeia Uniform","Type-0","Light Armor","","","5","20","17","118","0","118","0","0","100","Ice damage +20%","Eight","Glacial Phantasm","","5","20","10","87","","87","","","100","7","30","20","133","","133","","","100","22053381","✓","","",""
"Armored Cloak","Type-0","Light Armor","","","5","20","17","119","17","119","0","0","100","","Ace","","Sleight of Hand","5","20","10","88","10","88","","","100","7","30","20","134","20","134","","","100","22053353","✓","","",""
"Guardian Armor","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","","Cinque","","Heavy Hitter","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053415","✓","","",""
"Trey's Summer Guise","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","","Trey","","Accomplished Archer","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053417","✓","","",""
"Power Sash","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","","Eight","Ice Phalanx","","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053406","✓","","",""
"Ballistic Vest","Type-0","Light Armor","","","5","20","17","119","0","119","0","0","100","","King","","Trusted Leader","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053340","✓","","",""
"Sora","KH","Light Armor","","","5","20","17","119","0","119","0","0","100","","Sora","","Connected Hearts","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053297","✓","","",""
"Riku","KH","Light Armor","","","5","20","17","119","0","119","0","0","100","","Riku","","Seeker of Darkness","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053296","✓","","",""
"Cloud","KH","Light Armor","","","5","20","17","119","0","119","0","0","100","","Cloud","","Light Seeker","5","20","10","88","","88","","","100","7","30","20","134","","134","","","100","22053298","✓","","",""
"Farna Coat","Beyond","Light Armor","","","5","20","17","113","0","113","0","0","100","","Lann","Revenge Blast","","5","20","10","82","","82","","","100","7","30","20","128","","128","","","100","22053161","✓","","",""
"Farna Dress","Beyond","Light Armor","","","5","20","0","113","17","113","0","0","100","Lightning damage +20%","Reynn","Ramuh Transfiguration","","5","20","","82","10","82","","","100","7","30","","128","20","128","","","100","22053162","✓","","",""
"Zephyr Cape","Beyond","Light Armor","","","5","20","17","116","0","116","0","0","100","","Morrow","","Eddies of Time","5","20","10","85","","85","","","100","7","30","20","131","","131","","","100","22053207","✓","","",""
"White Cape","Beyond","Light Armor","","","5","20","0","116","0","116","17","0","100","","Aemo","","Gentle Bloom","5","20","","85","","85","10","","100","7","30","","131","","131","20","","100","22053208","✓","","",""
"Energy Sash","Beyond","Light Armor","","","5","20","17","116","0","116","0","0","100","","Wrieg","","Worldly Adventurer","5","20","10","85","","85","","","100","7","30","20","131","","131","","","100","22053209","✓","","",""
"Roksanne's Coat","Beyond","Light Armor","","","5","20","0","119","17","119","17","0","100","Earth resistance (minor)","Enna Kros","Creator's Judgment","","5","20","","88","10","88","10","","100","7","30","","134","20","134","20","","100","22053270","✓","","",""
"Tama's Bib","Beyond","Light Armor","","","5","20","0","119","17","119","17","0","100","","Tama","","Lifeline","5","20","","88","10","88","10","","100","7","30","","134","20","134","20","","100","22053272","✓","","",""
"Black Garb","IV","Light Armor","","","4","15","0","58","0","58","0","0","112","","","","","4","15","","38","","38","","","112","6","25","","72","","72","","","112","22053014","✓","","",""
"Red Jacket","VI","Light Armor","","","4","15","5","61","0","61","0","0","102","","","","","4","15","5","39","","39","","","102","6","25","5","76","","76","","","102","22053015","✓","","",""
"Survival Vest","IX","Light Armor","","","4","15","0","60","0","55","0","0","100","","","","","4","15","","38","","31","","","100","6","25","","75","","71","","","100","22053033","✓","","",""
"Bright Armguard","X","Light Armor","","","4","15","0","58","0","56","0","0","102","Blind immunity (minor)","","","","4","15","","36","","32","","","102","6","25","","73","","72","","","102","22053018","✓","","",""
"Martial Arts Garb","Core","Light Armor","","","3","10","0","35","0","34","0","0","99","","","","","3","10","","21","","21","","","99","5","20","","49","","48","","","99","22053109","","","",""
"Black Belt Gi","III","Light Armor","","","3","10","5","33","0","33","0","0","99","","","","","3","10","5","20","","20","","","99","5","20","5","47","","47","","","99","22053010","✓","","",""
"Diamond Vest","VI","Light Armor","","","3","10","0","34","0","34","0","0","99","","","","","3","10","","20","","20","","","99","5","20","","48","","48","","","99","22053013","✓","","",""
"Mirage Vest","V","Light Armor","","","3","10","0","32","0","32","0","0","109","","","","","3","10","","19","","19","","","109","5","20","","45","","45","","","109","22053009","✓","","",""
"Brigandine","IX","Light Armor","","","3","10","0","35","0","33","0","0","99","","","","","3","10","","21","","20","","","99","5","20","","49","","47","","","99","22053032","✓","","",""
"Heavy Coat","XII","Light Armor","","","3","10","0","34","0","34","0","0","99","","","","","3","10","","20","","21","","","99","5","20","","48","","48","","","99","22053024","✓","","",""
"Equilibrium","XIII","Light Armor","","","3","10","0","33","0","33","0","0","99","","","","","3","10","","20","","20","","","99","5","20","","47","","47","","","99","22053037","✓","","",""
"Linen Shirt","XIV","Light Armor","","","3","10","0","34","0","34","0","0","99","","","","","3","10","","20","","20","","","99","5","20","","48","","48","","","99","22053067","✓","","",""
"Mythril Vest","FFT","Light Armor","","","3","10","0","34","0","34","0","0","99","","","","","3","10","","20","","20","","","99","5","20","","48","","48","","","99","22053085","✓","","",""
"Kenpo Gi","IV","Light Armor","","","2","5","3","19","0","19","0","0","96","","","","","2","5","3","12","","12","","","96","4","15","3","35","","35","","","96","22053007","✓","","",""
"Power Sash","IV","Light Armor","","","2","5","5","15","0","17","0","0","96","","","","","2","5","5","9","","11","","","96","4","15","5","30","","31","","","96","22053008","✓","","",""
"Ninja Gear","VI","Light Armor","","","2","5","0","19","0","18","0","0","96","","","","","2","5","","12","","11","","","96","4","15","","35","","33","","","96","22053006","✓","","",""
"Protect Vest","VII","Light Armor","","","2","5","0","20","0","16","0","0","96","","","","","2","5","","14","","10","","","96","4","15","","32","","31","","","96","22053005","✓","","",""
"Crusader Cuirass","X","Light Armor","","","2","5","3","16","0","17","0","0","96","","","","","2","5","3","10","","11","","","96","4","15","3","31","","31","","","96","22053020","✓","","",""
"Vest","III","Light Armor","","","1","3","0","7","0","8","0","0","93","","","","","1","3","","3","","4","","","93","3","10","","19","","18","","","93","22053002","✓","","",""
"Leather Clothing","IV","Light Armor","","","1","3","0","8","0","7","0","0","93","","","","","1","3","","4","","3","","","93","3","10","","20","","19","","","93","22053003","✓","","",""
"Prison Garb","IV","Light Armor","","","1","3","0","8","0","8","0","0","93","Sleep immunity (minor)","","","","1","3","","4","","4","","","93","3","10","","20","","20","","","93","22053016","✓","","",""
"Copper Curaiss","V","Light Armor","","","1","3","0","8","0","7","0","0","93","","","","","1","3","","4","","3","","","93","3","10","","21","","21","","","93","22053001","✓","","",""
"Diamond Armor","III","Heavy Armor","","","7","30","21","216","0","144","0","0","105","Earth damage +20%","Ingus","Valliant Gallantry","","7","30","10","166","","115","","","105","9","40","24","232","","154","","","105","22054137","","","",""
"Steel Mask","VI","Heavy Armor","","","7","30","21","216","0","144","0","0","105","Poison damage +20%","Edgar","Full Bio Boost","","7","30","10","166","","115","","","105","9","40","24","232","","154","","","105","22054146","","","",""
"Maximillian","IX","Heavy Armor","","","7","30","21","216","0","144","0","0","105","Fire damage +20%","Steiner","Frostfire Thunder Carnage","","7","30","10","166","","115","","","105","9","40","24","232","","154","","","105","22054128","✓","","",""
"Platina Armor","IX","Heavy Armor","","","7","30","21","216","0","144","0","0","105","Fire damage +20%","Steiner","Spellblade Delusion","","7","30","10","166","","115","","","105","9","40","24","232","","154","","","105","22054084","","","",""
"Dragon Mail","XIII","Heavy Armor","","","7","30","21","216","0","144","0","0","105","Wind damage +20%","Fang","Windlink (Fang)","","7","30","10","166","","115","","","105","9","40","24","232","","154","","","105","22054132","","","",""
"Warrior of Light's Guise","I","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Holy damage +20%","Warrior of Light","Hail of Light","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054079","✓","","",""
"Hades Armor","I","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Garland","Chain of Chaos","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054118","✓","","",""
"Maximillian","II","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Dark damage +20%","Leon","Darkness Breaker","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054113","✓","","",""
"Linen Cuirass","II","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Scott","Hungry For Battle","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054126","✓","","",""
"Onion Armor","III","Heavy Armor","","","6","25","14","179","14","121","0","0","105","Petrify immunity (minor), RS: Instant KO immunity (minor)","Onion Knight","Sword and Spell","","6","25","5","140","5","98","","","105","8","35","17","194","17","130","","","105","22054062","✓","","",""
"Heavy Armor","III","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Earth damage +20%","Ingus","Monolithic Blade","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054136","","","",""
"Dragon Mail","IV","Heavy Armor","","","6","25","19","179","0","121","0","0","105","Fire resistance (minor), RS: Ice resistance (minor)","Kain","Kain's Lance","","6","25","10","140","","98","","","105","8","35","22","194","","130","","","105","22054068","✓","","",""
"Grand Armor","IV","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Cid (IV)","Lightning Stamp","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054110","✓","","",""
"Gilgamesh's Guise","V","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Fire damage +20%","Gilgamesh","Historic Splendor","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054092","✓","","",""
"Santalum Robe","V","Heavy Armor","","","6","25","0","185","19","125","0","0","105","Dark damage +20%","Exdeath","Delta Hole","","6","25","","146","10","102","","","105","8","35","","200","22","134","","","105","22054085","✓","","",""
"Root of Evil I","V","Heavy Armor","","","6","25","0","187","19","125","0","0","105","","Exdeath","Balance of Power","","6","25","","148","10","102","","","105","8","35","","202","22","134","","","105","22054102","✓","","",""
"Grand Armor","V","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Water damage +20%","Bartz","Rousing Water","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054127","✓","","",""
"Force Armor","V","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Bartz","Blazing Power","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054134","✓","","",""
"Lupine Mail","V","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Earth damage +20%","Kelger","Lupine Force","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054119","","","",""
"Shielded Armor","VI","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Leo","Indomitable Purpose","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054101","✓","","",""
"Force Armor","VI","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Leo","Height of Chivalry","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054047","✓","","",""
"Maximillian","VI","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Edgar","Trinity Down","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054107","✓","","",""
"Diamond Armor","VIII","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Laguna","Junction Freeze","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054116","✓","","",""
"Demon Armor","VIII","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Seifer","Relentless Ambition","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054104","✓","","",""
"Dragon Mail","IX","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Wind damage +20%","Freya","Devoted Dragon Knight","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054122","","","",""
"Chaos Cuirass","XI","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Dark damage +20%","Zeid","Darksheen Blade","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054083","✓","","",""
"Hachiman Domaru","XI","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Ayame","","Onslaught (Ayame)","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054133","✓","","",""
"Diamond Armor","XII","Heavy Armor","","","6","25","19","185","19","125","0","0","105","Dark damage +20%","Vayne","Soaring Spirits","","6","25","10","146","10","102","","","105","8","35","22","200","22","134","","","105","22054076","✓","","",""
"Reks's Guise","XII","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Lightning damage +20%","Reks","Dalmascan Spiral","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054097","✓","","",""
"Mythril Armor","XII","Heavy Armor","","","6","25","19","187","19","125","0","0","105","","Vayne","","Refinement (Vayne)","6","25","10","148","10","102","","","105","8","35","22","202","22","134","","","105","22054098","✓","","",""
"Dreadwyrm Mail of Maiming","XIV","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Estinien","Life of the Dragon","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054129","✓","","",""
"Iceheart Mail","XIV","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Wind damage +20%","Estinien","Azure Successor","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054120","✓","","",""
"Midan Coat of Aiming","XIV","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Fire damage +20%","Cid (XIV)","Flamethrower","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054149","","","",""
"Delita's Armor","FFT","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Delita","Somebody to Love","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054105","✓","","",""
"Ramza's Heroic Guise","FFT","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Ramza","Heretic Tale","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054124","✓","","",""
"Golden Armor","FFT","Heavy Armor","","","6","25","19","185","0","125","0","0","105","Holy damage +20%","Delita","Hero-King's Strike","","6","25","10","146","","102","","","105","8","35","22","200","","134","","","105","22054141","✓","","",""
"Adaman Armor","FFT","Heavy Armor","","","6","25","19","187","0","125","0","0","105","","Orlandeau","Sword Saint's Shadow","","6","25","10","148","","102","","","105","8","35","22","202","","134","","","105","22054125","","","",""
"Death Armor","Core","Heavy Armor","","","5","20","0","108","20","64","0","0","105","","-","Hand of Doom","","5","20","","79","20","47","","","105","7","30","","123","20","72","","","105","22054041","","","",""
"Demon Armor","Core","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Biggs","","Fearsome Demon","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054114","","","",""
"Dragon Mail","I","Heavy Armor","","","5","20","13","126","0","81","0","0","105","Fire resistance (minor)","","","","5","20","8","96","","64","","","105","7","30","15","141","","89","","","105","22054043","","","",""
"Dark Plate","I","Heavy Armor","","","5","20","17","130","0","89","0","0","105","Dark resistance (minor)","Garland","Chaos Cyclone","","5","20","10","100","","72","","","105","7","30","20","145","","97","","","105","22054056","✓","","",""
"Demon Mail","I","Heavy Armor","","","5","20","17","143","0","97","0","0","105","","Garland","","Frenzied Warrior","5","20","10","113","","80","","","105","7","30","20","158","","105","","","105","22054074","✓","","",""
"Golden Armor","II","Heavy Armor","","","5","20","0","120","0","69","0","0","105","","Leon","Hand of the Emperor","","5","20","","90","","50","","","105","7","30","","135","","78","","","105","22054031","✓","","",""
"Flame Armor","II","Heavy Armor","","","5","20","0","123","0","62","0","0","105","Fire resistance (minor)","","","","5","20","","93","","45","","","105","7","30","","138","","70","","","105","22054033","","","",""
"Ricard's Cuirass","II","Heavy Armor","","","5","20","17","139","0","94","0","0","105","Wind damage +20%","Ricard","Highwind Secrets","","5","20","10","109","","77","","","105","7","30","20","154","","102","","","105","22054069","✓","","",""
"Diamond Armor","II","Heavy Armor","","","5","20","17","142","0","97","0","0","105","Lightning resistance (minor)","Leon","","Dark Bloom","5","20","10","112","","80","","","105","7","30","20","157","","105","","","105","22054030","✓","","",""
"Dragon Armor","II","Heavy Armor","","","5","20","17","146","0","99","0","0","105","Poison resistance (minor)","Ricard","","Storm Strider","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054059","✓","","",""
"Crystal Mail","II","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Firion","","Impassioned Leader","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054111","✓","","",""
"Reflect Mail","III","Heavy Armor","","","5","20","0","116","0","64","0","0","102","","-","Light Curtain","","5","20","","87","","47","","","102","7","30","","131","","72","","","102","22054028","","","",""
"Genji Armor","III","Heavy Armor","","","5","20","17","146","0","99","0","0","105","Petrify immunity (minor)","Ingus","","Resolute Warrior","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054082","✓","","",""
"Dragoon Armor","III","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Luneth","","Fast and Furious","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054096","✓","","",""
"Knight's Plate","III","Heavy Armor","","","5","20","17","146","0","99","0","0","105","Petrify immunity (minor)","Ingus","Gaia Sword","","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054099","✓","","",""
"Dark Armor","IV","Heavy Armor","","","5","20","5","114","0","63","0","0","100","","Cecil (Dark Knight)","Dark Cannon","","5","20","5","85","","46","","","100","7","30","5","129","","71","","","100","22054019","✓","","",""
"Diamond Armor","IV","Heavy Armor","","","5","20","0","114","0","63","0","0","100","","","","","5","20","","85","","46","","","100","7","30","","129","","71","","","100","22054029","✓","","",""
"Ebon Armor","IV","Heavy Armor","","","5","20","0","125","17","76","0","0","105","Dark damage +20%","Golbez","Nightglow","","5","20","","95","10","59","","","105","7","30","","140","20","84","","","105","22054040","✓","","",""
"Force Armor","IV","Heavy Armor","","","5","20","17","139","0","94","0","0","105","Ice resistance (minor), RS: Lightning resistance (minor)","Ceodore","Cross Slash","","5","20","10","109","","77","","","105","7","30","20","154","","102","","","105","22054072","✓","","",""
"Hades Armor","IV","Heavy Armor","","","5","20","17","141","0","96","0","0","105","","Cecil (Dark Knight)","","Thirsting Blade","5","20","10","111","","79","","","105","7","30","20","156","","104","","","105","22054039","✓","","",""
"Cecil's Guise","IV","Heavy Armor","","","5","20","17","140","0","96","0","0","105","Holy damage +20%","Cecil (Paladin)","","Indomitable","5","20","10","110","","79","","","105","7","30","20","155","","104","","","105","22054073","✓","","",""
"Caesar's Plate","IV","Heavy Armor","","","5","20","17","146","0","99","0","0","105","Holy and Dark resistance (minor)","Cecil (Paladin)","","Ardor's Light","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054095","✓","","",""
"Platinum Armor","IV","Heavy Armor","","","5","20","17","146","0","99","17","0","105","","Cecil (Paladin)","","Holy Promise","5","20","10","116","","82","10","","105","7","30","20","161","","107","20","","105","22054115","✓","","",""
"Ceodore's Guise","IV","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Ceodore","","Purest Prince","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054088","✓","","",""
"Genji Armor","V","Heavy Armor","","","5","20","0","122","0","56","0","0","105","Confuse immunity (minor)","","","","5","20","","92","","39","","","105","7","30","","137","","64","","","105","22054015","✓","","",""
"Diamond Armor","V","Heavy Armor","","","5","20","0","129","0","66","0","0","105","Lightning resistance (minor)","","","","5","20","","93","","45","","","105","7","30","","147","","76","","","105","22054044","✓","","",""
"Exdeath's Cuirass","V","Heavy Armor","","","5","20","0","132","17","91","0","0","105","Dark damage +20%","Exdeath","Neo Almagest","","5","20","","102","10","74","","","105","7","30","","147","20","99","","","105","22054050","✓","","",""
"Dorgann's Redoubt","V","Heavy Armor","","","5","20","17","141","0","96","0","0","105","Earth damage +20%","Dorgann","Uncharted Lands","","5","20","10","111","","79","","","105","7","30","20","156","","104","","","105","22054064","✓","","",""
"Maximillian","V","Heavy Armor","","","5","20","17","142","0","97","0","0","105","","Bartz","","Fragments of Grace","5","20","10","112","","80","","","105","7","30","20","157","","105","","","105","22054063","✓","","",""
"Kelger's Guise","V","Heavy Armor","","","5","20","17","145","0","98","0","0","105","Earth damage +20%","Kelger","Lupine Howl","","5","20","10","115","","81","","","105","7","30","20","160","","106","","","105","22054091","✓","","",""
"Golden Armor","V","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Gilgamesh","","Hero's Kindness","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054045","✓","","",""
"Demon Mail","V","Heavy Armor","","","5","20","0","146","17","99","17","0","105","","Exdeath","Orbital Energy","","5","20","","116","10","82","10","","105","7","30","","161","20","107","20","","105","22054103","✓","","",""
"Crystal Mail","VI","Heavy Armor","","","5","20","0","113","0","57","0","0","102","","-","Provoke","","5","20","","83","","40","","","102","7","30","","128","","65","","","102","22054027","✓","","",""
"Genji Armor","VII","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Sephiroth","","Apocalyptic Hero","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054112","✓","","",""
"Dragon Mail","VII","Heavy Armor","","","5","20","17","146","0","99","0","0","105","","Sephiroth","","Cruelest Cut","5","20","10","116","","82","","","105","7","30","20","161","","107","","","105","22054117","✓","","",""
"Minotaur Plate","VIII","Heavy Armor","","","5","20","0","110","0","50","0","0","102","","-","Veil of Annulment","","5","20","","80","","33","","","102","7","30","","125","","58","","","102","22054037","✓","","",""
"Galbadian Elite Armor","VIII","Heavy Armor","","","5","20","0","127","0","87","0","0","105","Slow immunity (minor)","","","","5","20","","97","","70","","","105","7","30","","142","","95","","","105","22054032","✓","","",""
"Sorceress Knight","VIII","Heavy Armor","","","5","20","17","145","0","98","0","0","105","Ice damage +20%","Laguna","Freeze Missiles","","5","20","10","115","","81","","","105","7","30","20","160","","106","","","105","22054093","✓","","",""
"Tin Armor","IX","Heavy Armor","","","5","20","17","135","0","92","0","0","105","","Steiner","Sword Magic Firaga","","5","20","10","105","","75","","","105","7","30","20","150","","100","","","105","22054057","✓","","",""
"Gold Armor","IX","Heavy Armor","","","5","20","17","140","0","96","0","0","105","RS: Fire damage +20%","Steiner","","Opportunity Strikes","5","20","10","110","","79","","","105","7","30","20","155","","104","","","105","22054054","✓","","",""
"Shield Armor","IX","Heavy Armor","","","5","20","17","144","0","98","0","0","105","","Steiner","Knight's Oath","","5","20","10","114","","81","","","105","7","30","20","159","","106","","","105","22054080","✓","","",""
"Iron Musketeer's Cuirass","XI","Heavy Armor","","","5","20","17","136","0","93","0","0","105","","Curilla","Swift Blade","","5","20","10","106","","76","","","105","7","30","20","151","","101","","","105","22054060","✓","","",""
"Myochin Domaru","XI","Heavy Armor","","","5","20","17","142","0","96","0","0","105","Dark resistance (minor)","Ayame","","No Hesitation","5","20","10","112","","79","","","105","7","30","20","157","","104","","","105","22054070","✓","","",""
"Golden Armor","XII","Heavy Armor","","","5","20","0","119","0","58","0","0","104","","","","","5","20","","89","","44","","","104","7","30","","134","","65","","","104","22054038","✓","","",""
