"Realm","Character","Img","Name","Tier","Effect","Master","Relic","Name (JP)","ID","Anima"
"X","Kimahri","","Spear of Wrath","LMR","PHY attacks deal 20% more damage when equipping a spear","ATK +10","Thanatos Lance (X)","槍に宿りし怒り","201100502","1"
"X","Kimahri","","Devoted Guardian","LMR","Grants [Attach Water] at the beginning of the battle","ATK +10","Harpoon (X)","義理堅き守り人","201100503","4"
"X","Kimahri","","Enable (Kimahri)","LMR+","100% chance to dualcast every third Water ability","ATK +10","Kimahri's Guise (X)","再動【キマリ】","201100504",""
"X","Rikku","","Spiral Eyes","-","Celerity abilities deal 15% more damage","","-","螺旋模様の瞳","201100600",""
"X","Rikku","","Al Bhed Prodigy","-","Increases the duration of stat buffs by 40%","","-","アルベド族の申し子","201100601",""
"X","Rikku","","Fixer Upper","LMR","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Warrior's Targe (X)","遺物の修復者","201100602","1"
"X","Rikku","","Merry Maker","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Berserker Knuckles (X)","ニギヤカ担当","201100603","4"
"X","Rikku","","Assiduous Al Bhed","LMR","25% chance to dualcast abilities that deal Water damage","ATK +10","Lucid Targe (X)","がんばり屋のアルベド娘","201100604",""
"X","Auron","","Hand of Revelation","-","PHY attacks deal 10% more damage","","-","真実への導き手","201100700",""
"X","Auron","","High Guardian","-","35% chance to dualcast Samurai abilities","","-","大召喚士のガード","201100701",""
"X","Auron","","Snarling Dragon","LMR","ATK +3% for each hit taken by damaging attacks, up to +35%","ATK +10","Blurry Moon (X)","牙を剥きし龍","201100702","1"
"X","Auron","","Bound by a Promise","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Peaceful Slumber (X)","友との約束","201100703","4"
"X","Jecht","","Unruly Father","-","Increases Dark damage dealt by 10%","","-","素直になれない親父","201101000",""
"X","Jecht","","Posterity's Price","-","35% chance to dualcast abilities that deal Dark damage","","-","託した想い","201101001",""
"X","Jecht","","God of Blitz","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Jecht's Sparring Suit (X)","ブリッツの王者","201101002","1"
"X","Jecht","","Regal Demeanor","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Maverick (X)","王者の貫禄","201101003","4"
"X","Jecht","","Old Man's Fist","LMR","25% chance to dualcast Monk abilities","ATK +10","Jecht's Armguard (X)","親父の拳","201101004","4"
"X","Braska","","Softspoken Summoner","-","Increases Fire damage dealt by 10%","","-","穏便な大召喚士","201101200",""
"X","Braska","","High Summoner's Wish","-","35% chance to dualcast Summoning abilities","","-","大召喚士の悲願","201101201",""
"X","Braska","","Quiet Fury","LMR","Grants [Attach Fire] at the beginning of the battle","MAG +10","High Summoner's Helm (X)","大召喚士の静かなる怒り","201101202","1"
"X","Paine","","Wry Pride","-","Spellblade abilities deal 15% more damage","","-","女剣士のプライド","201101500",""
"X","Paine","","Nimble Blade","-","35% chance to dualcast Spellblade abilities","","-","俊敏なる剣","201101501",""
"X","Paine","","Gullwing Enforcer","LMR","ATK +2% for each hit dealt with Spellblade abilities, up to +34%","ATK +10","Gunner's Guise (X)","カモメ団のお目付役","201101502","1"
"X","Paine","","Long-sought Truths","LMR","Grants [Attach Water] at the beginning of the battle","ATK +10","Samurai Paine's Guise (X)","求めし過去の真実","201101503","4"
"X","Seymour","","Treacherous Ambition","-","Increases Dark damage dealt by 10%","","-","野心を秘めし召喚士","201101800",""
"X","Seymour","","Stealer of Light","-","40% chance of restoring HP to the user for 40% of the damage dealt with single-target Dark attacks","","-","光を奪いし死人","201101801",""
"X","Seymour","","Apocalyptic Savior","LMR","25% chance to dualcast abilities that deal Dark damage","MAG +10","Moonglow Rod (X)","破滅に導く救済者","201101802","1"
"X","Seymour","","A Son's Hatred","LMR","Grants [Attach Dark] at the beginning of the battle","MAG +10","Chaos Mace (X)","父への憎悪","201101803","4"
"X","Seymour","","Hastening (Seymour)","LMR+","Grants [Quick Cast 3] after using three abilities that deal Dark damage","MAG +10","Empyrean Rod (X)","短縮【シーモア】","201101804",""
"XI","Shantotto","","Peerless Power","-","BLK attacks deal 10% more damage","","-","比類なき魔力","201110100",""
"XI","Shantotto","","Beyond Reproach","-","Restores HP for 100% of the user's maximum HP and grants [Play Rough Mode] when HP fall below 20%","","-","黒きアンタッチャブル","201110101",""
"XI","Shantotto","","Master Caster","LMR","10% chance to dualcast Witch abilities twice","MAG +10","Wizard's Coat (XI)","絶対なる唯我独尊","201110102","1"
"XI","Shantotto","","Superiority Complex","LMR","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Tactician Magician's Wand (XI)","傍若無人なご婦人","201110103","4"
"XI","Shantotto","","Menacing Black Mage","LMR","MAG +1% for each hit dealt with BLK attacks, up to +20%","MAG +10","Black Cloak (XI)","最凶の黒魔道士","201110104","4"
"XI","Ayame","","Cool Hands","-","Increases Ice damage dealt by 10%","","-","冷静な剣さばき","201110200",""
"XI","Ayame","","Master of the Path","-","35% chance to dualcast Samurai abilities","","-","修めし武の道","201110201",""
"XI","Ayame","","No Hesitation","LMR","35% chance to grant [Quick Cast 1] to the user after using a Samurai ability","ATK +10","Myochin Domaru (XI)","即撃ちの型","201110202","1"
"XI","Ayame","","Young Gun","LMR","Grants [Attach Ice] at the beginning of the battle","ATK +10","Omokage (XI)","最年少の銃士","201110203","4"
"XI","Ayame","","Onslaught (Ayame)","LMR+","50% chance to cast an ability (PHY: single, 1x 1.15 physical Ice/NE) after dealing damage with a Samurai ability","ATK +10","Hachiman Domaru (XI)","遊撃【アヤメ】","201110204",""
"XI","Curilla","","Tempered Steel","-","PHY attacks deal 10% more damage","","-","厳しき鍛錬の成果","201110300",""
"XI","Curilla","","Faith in the Dawn","-","35% chance to grant [Magical Blink 1] to the user after taking damage from an enemy","","-","暁の女神への深き信心","201110301",""
"XI","Curilla","","Templar's Charge","LMR","30% chance to cover PHY attacks that target allies, reducing damage taken by 20%","ATK +10","Royal Squire's Mufflers (XI)","騎士団長の配慮","201110302","1"
"XI","Curilla","","Heartfelt Devotion","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Royal Knight Army Shield (XI)","こまやかな配慮","201110303","4"
"XI","Curilla","","Echo (Curilla)","LMR+","100% chance to dualcast every third Knight ability","ATK +10","Koenig Shield (XI)","再動【クリルラ】","201110304",""
"XI","Prishe","","Patrol Leader","-","PHY attacks deal 10% more damage when equipping a fist weapon","","-","自警団のリーダー","201110400",""
"XI","Prishe","","Headstrong Charmer","-","35% chance to dualcast Monk abilities","","-","猪突猛進の元気娘","201110401",""
"XI","Prishe","","Magicite Might","LMR","Grants [50% Critical] at the beginning of the battle","ATK +10","Temple Cyclas (XI)","宿りし魔晶石の力","201110402","1"
"XI","Prishe","","Perfect Beauty","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Crow Beret (XI)","天衣無縫な少女","201110403","4"
"XI","Lion","","Agent's Shiv","-","PHY attacks deal 10% more damage when equipping a dagger","","-","エージェントの短剣術","201110500",""
"XI","Lion","","Agent's Barrage","-","35% chance to dualcast Thief abilities","","-","エージェントの連撃","201110501",""
"XI","Lion","","Agent's Expertise","LMR","Increases the duration of stat debuffs by 30%","ATK +10","Kidney Dagger (XI)","造詣深きエージェント","201110502","1"
"XII","Lion","","Subversion (Lion)","LMR+","Causes [Imperil Water 10% (15s)] after using three Water abilities","ATK +10","Rogue's Vest (XI)","耐降【ライオン】","201110503",""
"XI","Aphmau","","Caring Puppetmaster","-","WHT abilities restore 15% more HP","","-","可憐なからくり士","201110600",""
"XI","Aphmau","","Empress of Peace","-","Grants Reraise: 80% at the beginning of the battle, grants [Dual Blink 1] to the user when Reraise is triggered","","-","平和を望みし聖皇","201110601",""
"XI","Aphmau","","Court Secrets","LMR","25% chance to grant [HP Stock (2000)] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Alkyoneus's Bracelet (XI)","宮廷傀儡師の秘術","201110602","1"
"XI","Aphmau","","Automaton Affinity","LMR","25% chance to cast an ability (NAT: group, restores 1000 HP) after using a White Magic or Monk ability","MND +10","Healing Mace (XI)","オートマトンへの友愛","201110603","4"
"XI","Aphmau","","Re-action (Aphmau)","LMR+","100% chance to dualcast every third White Magic/Monk ability","MND +10","Restorer Cloak (XI)","再動【アフマウ】","201110604",""
"XI","Zeid","","Kindred Hunter","-","Increases Dark damage dealt by 10%","","-","闇の血族を狩る者","201110700",""
"XI","Zeid","","Galkan Secrets","-","40% chance of restoring HP to the user for 40% of the damage dealt with single-target Dark attacks","","-","ガルカに伝わりし黒き秘剣","201110701",""
"XI","Zeid","","Blade of Darkness","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Balin's Sword (XI)","黒く輝く刃","201110702","1"
"XI","Zeid","","Wandering Dark Knight","LMR","25% chance to dualcast Dark abilities","ATK +10","Coral Finger Gauntlets (XI)","放浪の暗黒騎士","201110703",""
"XI","Lilisette","","Best of Both Worlds","-","PHY attacks deal 10% more damage","","-","ハーフの少女","201110800",""
"XI","Lilisette","","Renowned Grace","-","35% chance to cast an ability (WHT: group, restores HP (25)) after using a Dancer ability","","-","舞姫","201110801",""
"XI","Lilisette","","Brash Dancer","LMR","25% chance to dualcast Celerity abilities","ATK +5, MND +5","Cermet Knife (XI)","跳ねっ返りな踊り子","201110802","1"
"XI","Naja","","Fickle Master","-","Increases Earth damage dealt by 10%","","-","気まぐれなワンマン","201110900",""
"XI","Naja","","Mithra Muscle","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","豪腕ネコ社長","201110901",""
"XI","Naja","","Dream of Glory","LMR","Grants [Attach Earth] at the beginning of the battle","ATK +10","Warhammer (XI)","復権への願い","201110902","4"
"XII","Vaan","","Thirst for Adventure","-","PHY attacks deal 10% more damage when equipping a dagger","","-","未知への好奇心","201120100",""
"XII","Vaan","","Skybound","-","Increases damage dealt by 5/10/15/20/30% if 1/2/3/4/5 of the target's stats are lowered","","-","青空に見る未来","201120101",""
"XII","Vaan","","Undaunted Courage","LMR","Increases the duration of stat debuffs by 30%","ATK +10","Vaan's Vest (XII)","物怖じしない度胸","201120102","1"
"XII","Vaan","","Skyward Dreams","LMR","25% chance of smart ether 1 to the user after using a Thief ability","ATK +10","Vaan's Gauntlets (XII)","空賊への憧れ","201120103","4"
"XII","Vaan","","Tactless Thief","LMR","25% chance to dualcast Thief abilities","ATK +10","Thief's Cap (XII)","自由すぎる発言","201120104","4"
"XII","Vaan","","Brother's Trust","LMR","35% chance to grant [Quick Cast 1] to the user after using a Thief ability","ATK +10","Adamant Vest (XII)","亡き兄への信頼","201120105","4"
"XII","Balthier","","Cool Customer","-","Increases Fire damage dealt by 10%","","-","キザな伊達男","201120200",""
"XII","Balthier","","Scourge of the Skies","-","30% chance to cause [Imperil Fire 10% (15s)] to the target after using a Machinist ability on an enemy","","-","最速と呼ばれし空賊","201120201",""
"XII","Balthier","","Leading Man","LMR","25% chance to dualcast Machinist abilities","ATK +10","Goggle Mask (XII)","主人公を自負する者","201120202","1"
"XII","Balthier","","A Pirate's Life","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Antares (XII)","空賊の心構え","201120203","4"
"XII","Fran","","Alluring Archer","-","PHY attacks deal 10% more damage when equipping a bow","","-","優美なる射手","201120300",""
"XII","Fran","","Boundless Bond","-","Increases the duration of stat debuffs by 40%","","-","種族を超えし絆","201120301",""
"XII","Fran","","Brawn and Brains","LMR","30% chance to cause [Stun] to the target after using a Support ability on an enemy when equipping a bow","ATK +10","Fran's Bracers (XII)","知勇兼ね備えし女戦士","201120302","1"
"XII","Fran","","Viera Mysteries","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Fran's Helm (XII)","謎多きヴィエラ","201120303","4"
"XII","Fran","","Steady Copilot","LMR","Grants [Attach Ice] at the beginning of the battle","ATK +10","Jade Gown (XII)","クールな副操縦士","201120304","4"
"XII","Fran","","Dead Shot","LMR","25% chance to dualcast Sharpshooter or Machinist abilities","ATK +10","Burning Bow (XII)","優れし射撃の腕","201120305","4"
"XII","Fran","","Subversion (Fran)","LMR+","Causes [Imperil Ice 10% (15s)] after using three Ice abilities","ATK +10","Snow Scarf (XII)","耐降【フラン】","201120306",""
"XII","Basch","","Captain's Honor","-","Knight abilities deal 15% more damage","","-","誠実なる将軍","201120400",""
"XII","Basch","","Sworn to Protect","-","40% chance to cover PHY attacks that target allies, reducing damage taken by 50%","","-","守護への固き誓い","201120401",""
"XII","Basch","","For Dalmasca","LMR","Grants [Attach Holy] at the beginning of the battle","ATK +10","Basch's Gloves (XII)","ダルマスカに捧ぐ忠心","201120402","1"
"XII","Basch","","Captain's Might","LMR","25% chance to dualcast Knight or Samurai abilities","ATK +10","Gauntlet (XII)","将軍の武威","201120403",""
"XII","Basch","","Onslaught (Basch)","LMR+","35% chance to cast an ability (PHY: single, 3x 0.49 physical Holy/Fire/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Holy or Fire ability","ATK +10","Viking Axe (XII)","遊撃【バッシュ】","201120404",""
"XII","Ashe","","Regal Bearing","-","Increases Lightning damage dealt by 10%","","-","高潔なる振る舞い","201120500",""
"XII","Ashe","","Queen's Imperium","-","35% chance to dualcast abilities that deal Lightning damage","","-","支配を糾す王女","201120501",""
"XII","Ashe","","Fallen Pride","LMR","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Ashe's Bracers (XII)","誇り失わぬ王女","201120502","1"
"XII","Ashe","","Chosen Future","LMR","25% chance to cast an ability (BLK: single, 3x 3.03 magical Lightning/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Lightning attack","MAG +10","Golden Shield (XII)","自らが選ぶ未来","201120503","4"
"XII","Penelo","","Fearless Friend","-","WHT abilities restore 15% more HP","","-","けなげなガールフレンド","201120600",""
"XII","Penelo","","Dreams of the Dance","-","35% chance to cast an ability (WHT: group, restores HP (25)) after using a Dancer ability","","-","踊り子を夢見る少女","201120601",""
"XII","Penelo","","Compassion's Hand","LMR","25% chance to dualcast White Magic abilities","MND +10","Feathered Cap (XII)","溢れる思いやり","201120602","1"
"XII","Gabranth","","Dark Thoughts","-","Increases Dark damage dealt by 10%","","-","無明の感情","201120700",""
"XII","Gabranth","","Fed by Hatred","-","ATK +2% for each hit dealt with PHY attacks that deal Dark damage, up to +50%","","-","憎しみという名の糧","201120701",""
"XII","Gabranth","","Clad in Darkness","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Barbut (XII)","黒鉄を纏いし武人","201120702","1"
"XII","Gabranth","","Bound by Vengeance","LMR","25% chance to dualcast abilities that deal Dark damage","ATK +10","Gabranth's Gauntlet (XII)","血に飢えた復讐者","201120703","4"
"XII","Gabranth","","Magister of the 9th","LMR","35% chance to grant Heavy Charge +1 to the user after using a Dark attack","ATK +10","Giant's Helmet (XII)","第9局の最高責任者","201120704",""
"XII","Larsa","","Velvet Glove","-","WHT abilities restore 15% more HP","","-","執政者の才","201120800",""
"XII","Larsa","","Emperor-In-Waiting","-","35% chance to dualcast White Magic abilities","","-","次代の皇帝","201120801",""
"XII","Larsa","","Arc of Justice","LMR","25% chance to grant [Astra] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Swordbreaker (XII)","歪みを正す信念","201120802","1"
"XII","Larsa","","Young Successor","LMR","35% chance to grant [Astra] to the user after using a White Magic ability","MND +10","Lambent Hat (XII)","若き後継者","201120803","4"
"XII","Larsa","","Precocious Wisdom","LMR","25% chance to cast an ability (WHT: group, restores HP (25), damages undeads) after using a White Magic ability","MND +10","Light Woven Shirt (XII)","天才児の英知","201120804","4"
"XII","Vayne","","Unswerving Resolve","-","Increases Dark damage dealt by 10%","","-","迷いなき覚悟","201121000",""
"XII","Vayne","","War Strider","-","35% chance to dualcast abilities that deal Dark damage","","-","覇道を歩む者","201121001",""
"XII","Vayne","","Bathed in Blood","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +5, MAG +5","Novus Leathers (XII)","血塗られた剣","201121002","1"
"XII","Vayne","","Boost (Vayne)","LMR+","Increases Dark damage dealt by 25%","ATK +5, MAG +5","Mythril Armor (XII)","昇華【ヴェイン】","201121003",""
"XII","Reks","","For Family","-","Spellblade abilities deal 15% more damage","","-","弟想いの兄","201121100",""
"XII","Reks","","For King and Country","-","35% chance to dualcast Spellblade abilities","","-","勇敢なる愛国者","201121101",""
"XII","Reks","","Youngest Knight","LMR","25% chance to cast an ability (NAT: single, restores HP for 40% of the target's maximum HP) after using a Spellblade ability","ATK +10","Bone Mail (XII)","若き義勇兵","201121102","1"
"XII","Reks","","Boost (Reks)","LMR+","Increases Lightning damage dealt by 25%","ATK +10","Crescent Sword (XII)","昇華【レックス】","201121103",""
"XIII","Lightning","","Bottled Lightning","-","Increases Lightning damage dealt by 10%","","-","雷光を名乗りし者","201130100",""
"XIII","Lightning","","Radiant Champion","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","麗しき女神の騎士","201130101",""
"XIII","Lightning","","Gleaming Blade","LMR","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Lightning's Reprise (XIII)","閃きし女剣士","201130102","1"
"XIII","Lightning","","Stoic Warrior","LMR","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Guardian Corps Cap (XIII)","ストイックな女剣士","201130103","4"
"XIII","Lightning","","Chosen of Etro","LMR","Grants [Attach Holy] at the beginning of the battle","ATK +10","Edged Carbine (XIII)","エトロの騎士","201130104","4"
"XIII","Lightning","","Heir of the Goddess","LMR","25% chance to dualcast abilities that deal Holy damage","ATK +10","Goddess's Grace (XIII)","女神を継ぐ者","201130105","4"
"XIII","Snow","","Fiery Friend","-","Reduces damage taken by Ice attacks by 10%","","-","熱き快男児","201130200",""
"XIII","Snow","","Heartening Hero","-","Grants [High Sentinel] at the beginning of the battle","","-","明朗快活なヒーロー","201130201",""
"XIII","Snow","","Enduring Resolve","LMR","ATK +3% for each hit taken by damaging attacks, up to +35%","ATK +10","Snow's Longcoat (XIII)","不退転の決意","201130202","1"
"XIII","Snow","","Living Free","LMR","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Indomitus (XIII)","自由な生き様","201130203","4"
"XIII","Snow","","NORA Architect","LMR","Grants [Attach Ice] at the beginning of the battle","ATK +10","Solaris (XIII)","ノラの大将","201130204","4"
"XIII","Snow","","Fiery Fighter","LMR","25% chance to dualcast Monk abilities","ATK +10","Platinum Bangle (XIII)","格闘術に長けた熱血漢","201130205",""
"XIII","Snow","","Moxie (Snow)","LMR+","Increases Ice damage dealt by 25%","ATK +10","Genji Glove (XIII)","昇華【スノウ】","201130206",""
"XIII","Vanille","","Pulse Prayer","-","WHT abilities restore 15% more HP","","-","パルスの祈り","201130300",""
"XIII","Vanille","","Embracing Salvation","-","35% chance to dualcast White Magic abilities","","-","救世への決意","201130301",""
"XIII","Vanille","","Gentle Atonement","LMR","25% chance to cast an ability (WHT: single, 2.00 magical Holy, DEF/RES -20%) after using a White Magic ability","MND +10","Rod of Thorns (XIII)","優しき贖罪","201130302","1"
"XIII","Vanille","","Constant Companion","LMR","25% chance to grant [Heals +30%] for 10 seconds to the user after using a WHT ability","MND +10","Vanille's Guise (XIII)","穏やかな励まし","201130303","4"
"XIII","Vanille","","Hour of Awakening","LMR","35% chance to grant [Quick Cast 1] to the user after using a Support ability","MND +10","Witch's Bracelet (XIII)","目覚めの時","201130304",""
"XIII","Sazh","","Happy Pappy","-","Support abilities deal 15% more damage","","-","陽気な父ちゃん","201130400",""
"XIII","Sazh","","Fatherly Love","-","Increases the duration of stat buffs by 40%","","-","息子への想い","201130401",""
"XIII","Sazh","","Struggling Father","LMR","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Sazh's Coat (XIII)","奮闘する父","201130402","1"
"XIII","Sazh","","First-Class Pilot","LMR","25?% chance to dualcast Machinist abilities","ATK +10","Mythril Bangle (XIII)","一流の飛空艇乗り","201130403",""
"XIII","Sazh","","Hastening (Sazh)","LMR+","Grants [Quick Cast 3] after using three Machinist/Support abilities","ATK +10","Outsider (XIII)","短縮【サッズ】","201130404",""
"XIII","Hope","","Maternal Memory","-","Increases Holy damage dealt by 10%","","-","母への想い","201130500",""
"XIII","Hope","","Beyond Love and Hate","-","35% chance to dualcast abilities that deal Holy damage","","-","恩讐を越える希望","201130501",""
"XIII","Hope","","Eye on the Prize","LMR","Grants [Attach Holy] at the beginning of the battle","MAG +10","Hope's Guise (XIII)","めざましき成長","201130502","1"
"XIII","Hope","","Academy Prodigy","LMR","Grants [Quick Cast 3] at the beginning of the battle","MAG +10","Academy Glove (XIII)","アカデミーの俊才","201130503","4"
"XIII","Hope","","Sublimation (Hope)","LMR+","Increases Holy damage dealt by 25%","MAG +10","White Cape (XIII)","昇華【ホープ】","201130504",""
"XIII","Fang","","Dauntless Warrior","-","Increases Wind damage dealt by 10%","","-","精悍なる戦士","201130600",""
"XIII","Fang","","Roar On High","-","35% chance to cast an ability (PHY: single, 4x 0.54 ranged physical Wind/NE) after using a Dragoon ability","","-","大空翔けし竜の咆哮","201130601",""
"XIII","Fang","","Peerless Fighter","LMR","Dragoon abilities deal 25% more damage when equipping a spear","ATK +10","Fang's Guise (XIII)","男まさりの女闘士","201130602","1"
"XIII","Fang","","Cocky Comrade","LMR","Grants [Attach Wind] at the beginning of the battle","ATK +10","Adamant Bangle (XIII)","快活な友情","201130603","4"
"XIII","Fang","","Oath of Protection","LMR","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Rune Bracelet (XIII)","仲間を守る誓い","201130604","4"
"XIII","Fang","","Brutal Affection","LMR","25% chance to dualcast Dragoon abilities","ATK +10","Wurtzite Bangle (XIII)","乱暴な優しさ","201130605","4"
"XIII","Serah","","Undaunted Hope","-","Increases Ice damage dealt by 10%","","-","再会への願い","201130700",""
"XIII","Serah","","Time Traveller","-","MAG +1% for each hit dealt with BLK attacks that deal Ice damage, up to +30%","","-","時を超える旅人","201130701",""
"XIII","Serah","","Second Sight","LMR","25% chance to dualcast abilities that deal Ice damage","MAG +10","Beachwear (XIII)","未来視の異能","201130702","1"
"XIII","Serah","","Sister's Strength","LMR","Grants [Attach Ice] at the beginning of the battle","MAG +10","Amazon Bow (XIII)","姉譲りの意志の強さ","201130703","4"
"XIII","Serah","","Meanie Miss","LMR","Grants [Attach Water] at the beginning of the battle","MAG +10","Serah's Dress (XIII)","厳しい鬼教師","201130704",""
"XIII","Serah","","Echo (Serah)","LMR+","100% chance to dualcast every third Water ability","MAG +10","White Mage Guise (XIII)","再動【セラ】","201130705",""
"XIII","Cid Raines","","Young Idealist","-","BLK attacks deal 10% more damage","","-","若き理想家","201131000",""
"XIII","Cid Raines","","Seraphic Might","-","35% chance to dualcast abilities that deal Holy or Dark damage","","-","熾天使の暗き力","201131001",""
"XIII","Cid Raines","","Mouth of the Dead","LMR","Increases the duration of stat buffs by 30%","MAG +10","Raines's Reprise (XIII)","死者たちの代弁者","201131002","1"
"XIII","Cid Raines","","Tragic End","LMR","Grants [Attach Dark] at the beginning of the battle","MAG +10","Darksteel Claws (XIII)","悲しき先導者","201131003","4"
"XIII","Cid Raines","","Hastening (Cid Raines)","LMR+","Grants [Quick Cast 3] after using three abilities that deal Dark or Holy damage","MAG +10","Rune Claws (XIII)","短縮【レインズ】","201131004",""
"XIII","Noel","","Hunter from Tomorrow","-","PHY attacks deal 10% more damage","","-","未来から来たハンター","201131100",""
"XIII","Noel","","Rewriting History","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","歴史を変える覚悟","201131101",""
"XIII","Noel","","Trailblazing Swordsman","LMR","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Noel's Bracer (XIII)","未来を切り開く剣技","201131102","1"
"XIII","Noel","","A Hunter's Heart","LMR","25% chance to dualcast abilities that deal Ice damage","ATK +10","Noel's Guise (XIII)","高きハンターの資質","201131103","4"
"XIII","Noel","","Vitality Overflowing","LMR","Grants [Attach Ice] at the beginning of the battle","ATK +10","Grimoire Hat (XIII)","溢れるバイタリティー","201131104","4"
"XIII","Noel","","Nomad Child","LMR","Grants [Attach Water] at the beginning of the battle","ATK +10","Black Mage Noel (XIII)","放浪の民の一族","201131105",""
"XIII","Nabaat","","Chilling Instincts","-","Increases Dark damage dealt by 10%","","-","冷徹な本性","201131200",""
"XIII","Nabaat","","Belied Ambition","-","30% chance to cause [Imperil Dark 10% (15s)] to the target after using a Dark attack on an enemy","","-","美貌の裏に潜む野心","201131201",""
"XIII","Nabaat","","Manifest Evil","LMR","25% chance to dualcast abilities that deal Dark damage","MAG +10","Nabaat's Glove (XIII)","悪意の発露","201131202","1"
"XIII","Nabaat","","Top of the Class","LMR","35% chance to grant [Quick Cast 1] to the user after using a Dark attack","MAG +10","Goggle Mask (XIII)","士官学校首席の才腕","201131203","4"
"XIV","Y'shtola","","Imperfect Art","-","WHT abilities restore 15% more HP","","-","磨き抜かれた幻術","201140100",""
"XIV","Y'shtola","","Stunning Scion","-","35% chance to dualcast White Magic abilities","","-","華麗なる暁の賢人","201140101",""
"XIV","Y'shtola","","Master of Mending","LMR","30% chance to remove negative effects to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Ironworks Healing Robe (XIV)","幻術の熟手","201140102","1"
"XIV","Y'shtola","","Price of Power","LMR","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Mistilteinn (XIV)","禁術の代償","201140103","4"
"XIV","Y'shtola","","Master Matoya","LMR","25% chance to dualcast Black Magic and Witch abilities","MAG +10","Scion Sorceress's Shadowtalon (XIV)","魔女「マトーヤ」","201140104",""
"XIV","Thancred","","Wandering Scion","-","PHY attacks deal 10% more damage when equipping a dagger","","-","放浪の賢人","201140200",""
"XIV","Thancred","","Bag of Tricks","-","35% chance to grant [Physical Blink 1] to the user after using a Ninja ability","","-","千変万化の戦闘術","201140201",""
"XIV","Thancred","","Natural Grace","LMR","25% chance to dualcast Ninja abilities","ATK +10","Hofuds (XIV)","天性の身軽さ","201140203","1"
"XIV","Yda","","Unquenchable Spark","-","Increases Fire damage dealt by 10%","","-","不屈の闘志","201140300",""
"XIV","Yda","","Martial Instincts","-","35% chance to dualcast Monk abilities","","-","武道家の衝動","201140301",""
"XIV","Yda","","Famed Fighter","LMR","25% chance to grant [Stoneskin: 30%] to the user after using a Monk ability","ATK +10","Striker's Cuirass (XIV)","格闘の名手","201140302","1"
"XIV","Yda","","Moonfire Liberator","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Shire Cesti (XIV)","紅蓮の解放者","201140303","4"
"XIV","Papalymo","","Overseer of the Circle","-","Increases Fire damage dealt by 10%","","-","救世詩盟のお目付役","201140500",""
"XIV","Papalymo","","Thaumaturgic Flair","-","35% chance to dualcast abilities that deal Fire damage","","-","魔道師の閃き","201140501",""
"XIV","Papalymo","","Practiced Prestidigitator","LMR","Grants [Attach Fire] at the beginning of the battle","MAG +10","Caster's Doublet (XIV)","呪術の老手","201140502","1"
"XIV","Papalymo","","Sharp-Tongued Lalafell","LMR","25% chance to dualcast abilities that deal Fire damage","MAG +10","Shire Rod (XIV)","毒舌家のララフェル","201140503",""
"XIV","Papalymo","","Sublimation (Papalymo)","LMR+","BLK attacks deal 25% more damage","MAG +10","Dreadwyrm Staff (XIV)","昇華【パパリモ】","201140504",""
"XIV","Alphinaud","","Newfound Resolve","-","SUM attacks deal 10% more damage","","-","新たなる決意","201140601",""
"XIV","Alphinaud","","Salvation's Stratagem","-","35% chance to dualcast Summoning abilities","","-","救世の策士","201140602",""
"XIV","Alphinaud","","Journey of Discovery","LMR","Grants [Attach Wind] at the beginning of the battle","MAG +10","Caller's Himation (XIV)","学び多き旅路","201140603","1"
