"Character","Source","Name","Synchro Ability Slot","Synchro Condition","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","Synchro Condition ID"
"Zeid","Scourge","Scarlet Delirium","1","Dark","PHY","Single enemy","Physical","5.40","Dark, NE","1.65","Six single attacks (0.90 each), grants [Dark Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Darkness","レッドデリリアム","31540669","107"
"Zeid","Scourge","Soul Eater, Last Resort, Blood Weapon","2","Dark","PHY","Single enemy","Physical","6.00","Dark, NE","1.65","One single attack (6.00) capped at 99999, heals the user for 20% of the damage dealt if the user has Blood Weapon level 1, causes Blood Weapon -1 to the user","Y","Lowest HP% enemy","90","Darkness","暗黒ラスリゾブラッド","31540670","107"
"Ashe","Saintly Pride","Fulminating Glory","1","Lightning","BLK","Single enemy","Magical","16.40","Lightning, NE","1.65","One single attack (16.40) capped at 99999","Y","Lowest HP% enemy","90","Black Magic","荘厳たる雷光","30541137","102"
"Ashe","Saintly Pride","Radiant Flash","2","Lightning","BLK","Single enemy","Magical","9.15","Lightning, NE","1.65","Three single attacks (3.05 each), grants [Buff Lightning 10% (15s)] and [Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Black Magic","煌めきの閃光","30541138","102"
"Ashe","Channeling Bolt","Dancing Thunder","1","Lightning","BLK","Single enemy","Magical","18.30","Lightning, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","天舞雷鳴","31540230","102"
"Ashe","Channeling Bolt","Exorcising Flash","2","Lightning","BLK","Single enemy","Magical","3.05","Lightning, NE","1.65","One single attack (3.05), grants [Lightning Ability +50% Boost 1] and [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Black Magic","破魔閃光","31540231","102"
"Penelo","Shining Vindication","Clairvoyance","1","Dancer","NAT","All allies","","","","0.01","Grants [40% Damage Reduction Barrier 1] and [HP Stock (1000)]","N","All allies","70","Dancer","メイジステップ","30549145","15"
"Penelo","Shining Vindication","Healing Rumba","2","Dancer","NAT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","Dancer","ヒールルンバ","30549146","15"
"Gabranth","Vengeful Judgment","Divine Arbiter","1","Dark","PHY","Single enemy","Physical","5.70","Dark, NE","1.65","Six single attacks (0.85/0.95 each) at Heavy Charge 0/2","Y","Lowest HP% enemy","90","Heavy","ジャッジ・ヘヴン","30549393","107"
"Gabranth","Vengeful Judgment","Infernal Arbiter","2","Dark","PHY","Single enemy","Physical","2.70","Dark, NE","1.65","Three single attacks (0.90 each), grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","ジャッジ・ヘル","30549394","107"
"Vaan","Head Strike","Twisting Hazard","1","Thief","PHY","Single enemy","Physical","4.80","Wind, NE","0.83","Six single attacks (0.80 each), grants [40% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","70","Thief","ツイストハザード","31540251","10"
"Vaan","Head Strike","Eager Notus","2","Thief","PHY","Single enemy","Physical","2.40","Wind, NE","0.01","Three single attacks (0.80 each), causes [DEF, RES and MND -30% (8s)] if user has any Damage Reduction Barrier","Y","Lowest HP% enemy","60","Thief","イーガーノトス","31540252","10"
"Fran","Boreal Sparkshot","Blink Arrow","1","Ice, Lightning","PHY","Single enemy","Physical","7.20","Ice, Lightning, NE","1.65","4/6/8 single ranged attacks (0.90 each) scaling with uses","Y","Lowest HP% enemy","90","Sharpshooter","瞬速の矢","31540325","2006"
"Fran","Boreal Sparkshot","Flowing Arrow","2","Ice, Lightning","PHY","Single enemy","Physical","0.90","Ice, Lightning, NE","0.01","One single ranged attack (0.90), grants [Instant Cast 2] to the user","Y","Lowest HP% enemy","60","Sharpshooter","流麗の矢","31540326","2006"
"Larsa","Amity Potion","Bottomless X-Potion","1","White Magic","WHT","Single ally","","","","0.01","Grants [HP Stock (6000)]","N","Lowest HP% ally","70","White Magic","無限エクスポーション","31540322","2"
"Larsa","Amity Potion","Bottomless Hi-Potion","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25), grants [HP Stock (3000)] if the user has Guest level 1, causes Guest -1","N","All allies","100","White Magic","無限ハイポーション","31540323","2"
"Balthier","Fierce Big Bang","Saturated Fire","1","Fire","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single ranged attacks (0.90 each), grants [Machinist +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Machinist","刹那のラピッドファイア","31540449","100"
"Balthier","Fierce Big Bang","Luminous Balefire","2","Fire","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 10% (5s)], grants [Quick Cast 1] to the user","Y","Lowest HP% enemy","70","Machinist","篝火のルミナス","31540450","100"
"Basch","Ruin Imminent","Banish Evil","1","Holy, Fire","PHY","Single enemy","Physical","5.40","Holy, Fire, NE","1.65","Six single attacks (0.90 each), grants [Holy/Fire Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Knight","邪鬼の終焉","31540575","2012"
"Basch","Ruin Imminent","Flawless Strike","2","Holy, Fire","PHY","Single enemy","Physical","0.90","Holy, Fire, NE","1.65","One single attack (0.90), causes [ATK and MAG -50% (8s)], grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Knight","穢れ無き衝撃","31540576","2012"
"Vayne","Stalk of Sephira","Coup of Darkness","1","Dark","NAT","Single enemy","Hybrid","-","Dark, NE","1.65","Six single ranged hybrid attacks (0.90 or 3.05 each), damages the user for 25%/15%/5% max HP scaling with uses, grants [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Darkness","レヴィンプレッジ","31540597","107"
"Vayne","Stalk of Sephira","Dark Tactics","2","Dark","NAT","Single enemy","Hybrid","-","Dark, NE","1.65","One single ranged hybrid attack (6.00 or 16.40) capped at 99999, sets the user's HP to 1 if the user has [Rising Dynast Mode], grants [Dark Ability +30% Boost 2] to the user if the user has [Rising Dynast Mode]","Y","Lowest HP% enemy","90","Darkness","チャージソード","31540598","107"
"Reks","Dalmascan Whorl","Levin Pledge","1","Lightning","PHY","Single enemy","Physical","5.40","Lightning, NE","1.65","Six single attacks (0.90 each), grants [Lightning Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","レヴィンプレッジ","31540602","102"
"Reks","Dalmascan Whorl","Sword Charge","2","Lightning","PHY","Single enemy","Physical","2.40","Lightning, NE","0.01","Three single attacks (0.80 each), grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","60","Spellblade","チャージソード","31540603","102"
"Lightning","Gestalt Drive","Lightningfall","1","Lightning","PHY","Single enemy","Physical","8.00","Lightning, NE","1.20","5/10 single attacks (0.80 each) if user has Lightning Garb level 0/1, grants [Instant ATB 1] to the user if user has Lightning Garb level 1, set Lightning Garb level to 0","Y","Lowest HP% enemy","70","Celerity","襲雷","30546020","102"
"Lightning","Gestalt Drive","Lightning Howl","2","Lightning","PHY","Single enemy","Physical","2.40","Lightning, NE","0.83","Three single attacks (0.80 each), grants Lightning Garb to the user","Y","Lowest HP% enemy","70","Celerity","雷吼","30546022","102"
"Lightning","Centuria of One","Holy Stormblade","1","Holy","PHY","Single enemy","Physical","7.20","Holy, NE","1.65","4/6/8 single attacks (0.90 each) scaling with uses","Y","Lowest HP% enemy","90","Knight","聖轟剣","31540238","106"
"Lightning","Centuria of One","Holy Razor Gale","2","Holy","PHY","Single enemy","Physical","2.40","Holy, NE","0.01","Three single attacks (0.80 each), grants [Physical High Quick Cast 1] to all allies in the front row","Y","Lowest HP% enemy","60","Celerity","聖真空破","31540239","106"
"Nabaat","Army Gear","Die For Me","1","Dark","BLK","Single enemy","Magical","18.30","Dark, NE","1.65","Six single attacks (3.05 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","90","Darkness","私の為に散りなさい","30549968","107"
"Nabaat","Army Gear","Requesting Reinforcement","2","Dark","BLK","Single enemy","Magical","9.15","Dark, NE","1.65","Three single attacks (3.05 each), causes [Imperil Dark 10% (15s)] every second use","Y","Lowest HP% enemy","90","Darkness","増援を要請します","30549969","107"
"Serah","Transcendent Arrow","Etro Shot","1","Ice","BLK","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each), grants [Instant ATB 1] and [Instant Cast 1] to the user if user has Goddess Archer level 1, causes Goddess Archer -1 to the user","Y","Lowest HP% enemy","90","Black Magic","エトロシューティング","30541429","101"
"Serah","Transcendent Arrow","Etro's Finger","2","Ice","BLK","Single enemy","Magical","3.05","Ice, NE","0.83","One single attack (3.05), grants Goddess Archer +1 to the user","Y","Lowest HP% enemy","70","Black Magic","エトロブリンガー","30541520","101"
"Serah","Tidal Arrow","Metamorph Shot","1","Water","BLK","Single enemy","Magical","18.30","Water, NE","1.65","Six single attacks (3.05 each), causes [Imperil Water 10% (5s)] every second activation","Y","Lowest HP% enemy","90","Black Magic","メタモルシュート","31540755","105"
"Serah","Tidal Arrow","Star Arrow","2","Water","BLK","Single enemy","Magical","8.10","Water, NE","0.01","Three single attacks (2.70 each)","Y","Lowest HP% enemy","60","Black Magic","スターシュート","31540756","105"
"Snow","A Dream Revealed","NORA Domination","1","Ice","PHY","Single enemy","Physical","5.70","Ice, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each), 25/50/75/100% additional critical chance scaling with 0/1/2/3+ uses, grants [Monk +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Monk","ノラは誰よりも強い！","30548525","101"
"Snow","A Dream Revealed","Icicle Barrier","2","Monk","NAT","All allies","","","","0.01","Grants [50% Damage Reduction Barrier 1]","N","All allies","70","Monk","アイシクルバリア","30548526","9"
"Snow","Diamond Fist","Icy Uppercut","1","Ice","PHY","Single enemy","Physical","7.20","Ice, NE","1.65","4/6/8 single attacks (0.90 each) scaling with uses","Y","Lowest HP% enemy","90","Monk","フロストアッパー","31540827","101"
"Snow","Diamond Fist","Heroic Spirit","2","Ice","NAT","Self","","","","0.01","Grants [Quick Cast 2], [100% Critical 2] and [Critical Damage +50% 2]","N","Self","70","Monk","ヒーロースピリット","31540828","101"
"Fang","Bahamut Assault","Hunting Dive","1","Wind","PHY","Single enemy","Physical","5.40","Wind, NE","1.50","Six single ranged jump attacks (0.90 each), air time (2.50 sec.), grants [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Dragoon","ハンティングダイブ","30548410","104"
"Fang","Bahamut Assault","Axis Pivot","2","Dragoon","NAT","Self","","","","0.01","Grants [Jump Instant Cast 3] and [No Air Time 3]","N","Self","70","Dragoon","アクセルレイヴ","30548412","8"
"Vanille","Come On, Hecaton!","Pulse Proclivity","1","White Magic","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","パルスの作法","31540233","2"
"Vanille","Come On, Hecaton!","Quick","2","White Magic","NAT","All allies","","","","0.01","Grants [High Quick Cast 1]","N","All allies","70","Support","クイック","31540234","2"
"Cid Raines","Last Destiny","Dark Marionette","1","Dark, Holy","BLK","Single enemy","Magical","17.40","Dark, Holy, NE","1.65","Six single attacks (2.90 each), 3.20 multiplier if the user has any Doom","Y","Lowest HP% enemy","90","Darkness","ダークマリオネット","31540310","2008"
"Cid Raines","Last Destiny","Seraphic Phase","2","Dark, Holy","BLK","Single enemy","Magical","9.15","Dark, Holy, NE","1.65","Three single attacks (3.05 each), grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","90","Darkness","セラフィックフェーズ","31540311","2008"
"Noel","Future Remembrance","Shakedown","1","Ice, Water","PHY","Single enemy","Physical","5.40","Ice, Water, NE","1.65","Six single ranged attacks (0.90 each), causes [Imperil Ice 10% (5s)] and [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","90","Sharpshooter","シェイクダウン","31540314","2007"
"Noel","Future Remembrance","Hunter's Poise","2","Ice, Water","PHY","Single enemy","Physical","0.90","Ice, Water, NE","0.01","One single ranged attack (0.90), causes [DEF, RES and MND -70% (8s)] if user has Last Ranger Form level 1, causes Last Ranger Form -1 to the user, grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","60","Sharpshooter","ハンターズフォーム","31540315","2007"
"Hope","Dreadnought Rampage","Assessed Faith","1","Holy","SUM","Single enemy","Magical","24.40","Holy, NE","1.65","4/6/8 single attacks (3.05 each) scaling with uses, grants [Damage Cap +10000 1] to the user","N","Lowest HP% enemy","90","Summoning","希望の審判","31540475","106"
"Hope","Dreadnought Rampage","Pioneering Faith","2","Holy","NAT","Self","","","Holy, NE","0.01","Grants [Quick Cast 3] and [Holy Ability +30% Boost 3]","N","Self","70","Summoning","希望の開拓","31540476","106"
"Sazh","Dual Assault","Crippling Shot","1","Machinist, Support","PHY","Single enemy","Physical","5.40","Fire, Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each), grants [PHY +30% Boost 1] to all allies if 4+ XIII allies are alive","Y","Lowest HP% enemy","90","Machinist","ブレイクショット","31540831","1016"
"Sazh","Dual Assault","Gutsy Bravado","2","Machinist, Support","PHY","Single enemy","Physical","5.40","Fire, Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each), grants [Quick Cast 1] to the user, grants [ATK, DEF, MAG and RES +15% (8s)] to all allies if the user has Paternal Spirit level 1, causes Paternal Spirit -1 to the user","Y","Lowest HP% enemy","90","Machinist","トライガッツ","31540832","1016"
"Alphinaud","Child of the Dawn","Moonstone Assault","1","Wind","SUM","Single enemy","Magical","18.30","Wind, NE","1.65","Six single attacks (3.05 each), grants [High Quick Cast 1] to the user","N","Lowest HP% enemy","90","Summoning","ムーンストーンアサルト","30543150","104"
"Alphinaud","Child of the Dawn","Relief Tactics (3 Aetherflow)","2","Wind","WHT","All allies","","","","0.01","Grants [75% Damage Reduction Barrier 1], grants smart ether 1 to the user, causes Aetherflow -1 to the user","N","All allies","90","White Magic","救援戦術","30543151","104"
"Alphinaud","Child of the Dawn","Relief Tactics (1/2 Aetherflow)","2","Wind","WHT","Single ally","","","","0.01","Restores HP (105), grants smart ether 1 to the user, causes Aetherflow -1 to the user","N","Single ally","90","White Magic","救援戦術","30543151","104"
"Alphinaud","Child of the Dawn","Relief Tactics (0 Aetherflow)","2","Wind","WHT","Self","","","","0.01","Grants Aetherflow +1 and smart ether 1","N","Self","90","White Magic","救援戦術","30543151","104"
"Alphinaud","Summon Moonstone","Moonstone Grace (1 Moonstone Boon)","1","White Magic, Summoning","NAT","All allies","","","","0.01","Grants [75% Damage Reduction Barrier 1], causes Moonstone Boon -1 to the user","N","All allies","70","White Magic","ムーンストーングレイス","30542668","1006"
"Alphinaud","Summon Moonstone","Moonstone Grace (0 Moonstone Boon)","1","White Magic, Summoning","NAT","Self","","","","0.01","Grants [MAG and MND +30% (25s)], grants Moonstone Boon +1 to the user","N","Self","70","White Magic","ムーンストーングレイス","30542668","1006"
"Alphinaud","Summon Moonstone","Thaliak's Wisdom (1 Moonstone Boon)","2","White Magic, Summoning","WHT","All allies","","","","1.65","Restores HP (25), grants [10% Damage Reduction Barrier 1]","N","All allies","100","White Magic","サリャクの英知","30542669","1006"
"Alphinaud","Summon Moonstone","Thaliak's Wisdom (0 Moonstone Boon)","2","White Magic, Summoning","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","サリャクの英知","30542669","1006"
"Y'shtola","Scion's Flare","Scion's Element","1","Witch, Black Magic","BLK","Single enemy","Magical","18.30","Fire, Ice, Lightning, Dark, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Witch","サイオンズ・エレメント","30549087","1004"
"Y'shtola","Scion's Flare","Scion's Despair (1 Enochian)","2","Witch, Black Magic","BLK","Single enemy","Magical","9.15","Fire, Ice, Lightning, Dark, NE","1.65","Three single attacks (3.05 each), grants [Magical Instant Cast 3] and [Magical +50% Boost 3] to the user, causes Enochian -1 to the user","Y","Lowest HP% enemy","90","Black Magic","サイオンズ・デスペア","30549088","1004"
"Y'shtola","Scion's Flare","Scion's Despair (0 Enochian)","2","Witch, Black Magic","BLK","Single enemy","Magical","18.30","Fire, Ice, Lightning, Dark, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","サイオンズ・デスペア","30549088","1004"
"Alisaie","Heart and Steel","Black Mana Burst (1 Black Mana)","1","Black Magic","BLK","Single enemy","Magical","28.30","Fire, Wind, Lightning, NE","1.65","Six single attacks (3.05 each), followed by one single attack (10.00) capped at 99999, causes Black Mana -1 to the user","Y","Lowest HP% enemy","90","Black Magic","ブラックマナバースト","30541556","1"
"Alisaie","Heart and Steel","Black Mana Burst (0 Black Mana)","1","Black Magic","BLK","Single enemy","Magical","18.30","Wind, Lightning, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","ブラックマナバースト","30541556","1"
"Alisaie","Heart and Steel","Jolt II","2","Black Magic","BLK","Single enemy","Magical","9.15","Wind, Lightning, NE","1.65","Three single attacks (3.05 each), grants [Black Magic +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Black Magic","ジョルラ","30541557","1"
"Estinien","Black Dragon Dive","High Jump (XIV)","1","Dragoon","PHY","Single enemy","Physical","5.40","Wind, Dark, NE","1.50","Six single ranged jump attacks (0.90 each)","Y","Lowest HP% enemy","90","Dragoon","ハイジャンプ【XIV】","31540204","8"
"Estinien","Black Dragon Dive","Mirage Dive","2","Wind, Dark","PHY","Single enemy","Physical","2.70","Wind, Dark, NE","1.65","Three single ranged attacks (0.90 each), grants [Dragoon Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Dragoon","ミラージュダイブ","31540205","2004"
"Papalymo","A New Beginning","Scion's Foul","1","Fire","BLK","Single enemy","Magical","18.30","Fire, NE","1.65","Six single attacks (3.05 each)","Y","Lowest HP% enemy","90","Black Magic","サイオンズ・ファウル","31540420","100"
"Papalymo","A New Beginning","Triplecast Fire IV","2","Fire","BLK","Single enemy","Magical","9.15","Fire, NE","1.65","Three single attacks (3.05 each), grants [Fire Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Black Magic","三連魔ファイジャ","31540421","100"
"Ysayle","Oblivion","Glass Dance","1","Ice","SUM","Single enemy","Magical","24.40","Ice, NE","1.65","4/8 single attacks (3.05 each) if the user hasn't/has Icy Vessel, grants [Quick Cast 1] if the user hasn't Icy Vessel","N","Lowest HP% enemy","90","Summoning","氷雪乱舞","31540432","101"
"Ysayle","Oblivion","Heavenly Strike","2","Ice","SUM","Single enemy","Magical","16.40","Ice, NE","1.65","One single attack (16.40) capped at 99999, grants [Quick Cast 1], Summoning smart ether 1 to the user","N","Lowest HP% enemy","90","Summoning","ヘヴンリーストライク","31540433","101"
"Thancred","Assassinate (XIV)","Assassin's Blade","1","Ninja","NAT","Single enemy","Hybrid","-","Earth, Wind, Poison, NE","0.83","Six single hybrid attacks (0.80 or 411.75 each)","Y","Lowest HP% enemy","70","Ninja","終刃旋","31540530","13"
"Thancred","Assassinate (XIV)","Blade Ascension","2","Ninja","NAT","Single enemy","Hybrid","-","Earth, Wind, Poison, NE","0.01","One single ranged hybrid attack (0.80 or 408.00), grants [Ninja +30% Boost 3] to the user","Y","Lowest HP% enemy","60","Ninja","昇投刃","31540531","13"
"Yda","Second Partner","Ashen Crushing Fist","1","Monk","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Monk","炎塵破砕拳","31540522","9"
"Yda","Second Partner","Forbidden Chakra","2","Monk","NAT","Self","","","","0.01","Grants [Fire Ability +10% Boost 1]/[Fire Ability +15% Boost 1]/[Fire Ability +30% Boost 1]/[Fire Ability +50% Boost 1] and [Damage Cap +10000 1] if the user has Chakra level 0/1/2/3, removes [Chakra] from the user","N","Self","70","Monk","陰陽闘気","31540523","9"
"Haurchefant","Passage of Arms","Blade Within","1","Knight","PHY","Single enemy","Physical","5.22","Holy, Ice, NE","1.65","Six single attacks (0.87/0.93 each) if the user hasn't/has any Damage Reduction Barrier","Y","Lowest HP% enemy","90","Knight","ソードウィズイン","31540526","11"
"Haurchefant","Passage of Arms","Paladin's Veil","2","Knight","PHY","Single enemy","Physical","2.70","Holy, Ice, NE","1.65","Three single attacks (0.90 each), grants [50% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","Knight","ナイトヴェール","31540527","11"
"Minfilia","The Will of Light","The Mothercrystal","1","Knight","NAT","Self","","","","1.65","Grants [Quick Cast 1]","N","Self","180","Support","母なるクリスタル","31540734","11"
"Minfilia","The Will of Light","Aetherial Guidance","2","White Magic","NAT","Single ally","","","","1.65","Grants [40% Damage Reduction Barrier 1] and [Instant Cast 1], grants [Damage Cap +10000 1] if the user has Will of Light > 0, causes Will of Light -1 to the user","N","Lowest HP% ally","100","Support","星海の導き","31540735","2"
"Lunafreya","For the King","Endless Torrent","1","Water","SUM","Single enemy","Magical","18.00","Water, Holy, NE","1.65","Six single attacks (3.00 each), grants [High Quick Cast 1] to the user","N","Lowest HP% enemy","90","Summoning","無尽の奔流","30543168","105"
"Lunafreya","For the King","Glimmer of Purity","2","White Magic","WHT","Single ally","","","","0.01","Restores HP (105), smart ether 1 to the user","N","Lowest HP% ally","90","White Magic","浄化の耀き","30543169","2"
"Lunafreya","Oracle's Destiny","Hydraean's Mercy","1","Summoning","SUM","Single enemy","Magical","18.30","Water, Holy, NE","1.65","Six single attacks (3.05 each), smart ether 1 to the user","N","Lowest HP% enemy","90","Summoning","水神の慈悲","31540693","3"
"Lunafreya","Oracle's Destiny","Oath of Covenant","2","White Magic, Summoning","NAT","Self","","","","0.01","Grants [Quick Cast 3], restores HP (25) to all allies and grants [Pain -2] to all allies if the user has Oracle's Duty level 1, sets the user's Oracle's Duty level to 0","N","Self","70","White Magic","誓約の儀","31540694","1006"
"Noctis","True Ignis Link","Glide Flame","1","Fire","PHY","Single enemy","Physical","6.00","Fire, NE","1.20","Six single attacks (0.85/0.90/0.95/1.00 each) at Phantom Flame 0/1/2/3, grants [Instant ATB 1] if user has at least 1 Phantom Flame","Y","Lowest HP% enemy","70","Celerity","グライドフレイム","30546110","100"
"Noctis","True Ignis Link","Tricky Flame","2","Fire","PHY","Single enemy","Physical","2.40","Fire, NE","0.83","Three single attacks (0.80 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","70","Celerity","トリッキーフレイム","30546111","100"
"Noctis","True Gladiolus Link","Heavy Impact","1","Earth","PHY","Single enemy","Physical","5.40","Earth, NE","1.65","Six single attacks (0.90 each), 20% additional critical damage","Y","Lowest HP% enemy","90","Combat","ヘヴィインパクト","31540195","103"
"Noctis","True Gladiolus Link","Tempest Charge","2","Earth","NAT","Self","","","","0.01","Grants [Heavy Charge +1]","N","Self","70","Heavy","テンペストチャージ","31540196","103"
"Noctis","True Prompto Link","Royal Charge","1","Lightning","PHY","Single enemy","Physical","6.30","Lightning, NE","1.65","3/7 single attacks (1.80/0.90 each) if the user has King's Succession level 0/1, grants [Royal Charge Damage Cap +20000]/[100% Critical 2] to the user if the user has King's Succession level 0/1, causes King's Sucession -1 to the user","Y","Lowest HP% enemy","90","Combat","グレイスチャージ","31540946","102"
"Noctis","True Prompto Link","Triple Breaker","2","Lightning","PHY","Single enemy","Physical","2.40","Lightning, NE","1.20","Three single attacks (0.80 each), grants [Instant Cast 1] and King's Succession +1 to the user","Y","Lowest HP% enemy","70","Celerity","ステップブレイカー","31540947","102"
"Ignis","Sage's Hellfire","Searing Concoction","1","Thief","PHY","Single enemy","Physical","5.40","Fire, NE","1.20","Six single attacks (0.90 each)","Y","Lowest HP% enemy","70","Thief","灼熱の調理","30544394","10"
"Ignis","Sage's Hellfire","Supreme Strategy (3 Comp.)","2","Fire","NAT","All allies","","","","1.65","Grants [50% Critical (15s)], causes Components -1 to the user","N","All allies","90","Support","至高の軍略","30544395","100"
"Ignis","Sage's Hellfire","Supreme Strategy (2 Comp.)","2","Fire","NAT","All allies","","","","1.65","Grants [Buff Fire 10% (15s)], causes Components -1 to the user","N","All allies","90","Support","至高の軍略","30544395","100"
"Ignis","Sage's Hellfire","Supreme Strategy (1 Comp.)","2","Fire","NAT","All allies","","","","1.65","Grants [100% Critical (15s)], causes Components -1 to the user","N","All allies","90","Support","至高の軍略","30544395","100"
"Ignis","Sage's Hellfire","Supreme Strategy (0 Comp.)","2","Fire","NAT","Self","","","","1.65","Grants [Critical Damage +50% 2]","N","Self","90","Support","至高の軍略","30544395","100"
"Gladiolus","Wild Tempest","Orbital Strike","1","Earth","PHY","Single enemy","Physical","5.40","Earth, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Knight","オービタルストライク","30548741","103"
"Gladiolus","Wild Tempest","Orbital Shield","2","Earth","PHY","Single enemy","Physical","2.70","Earth, NE","1.65","Three single attacks (0.90 each), grants [50% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","Knight","オービタルシールド","30548742","103"
"Prompto","Miracle Trigger","Drill Break Shot","1","Lightning","PHY","Single enemy","Physical","6.30","Lightning, NE","1.65","Seven single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Machinist","ドリルブレイクショット","31540156","102"
"Prompto","Miracle Trigger","Thunder Trigger","2","Lightning","NAT","Self","","","","0.01","Grants [Dualcast Lightning 1] and [Quick Cast 1], causes [Imperil Lightning 10% (15s)] every second activation","N","Self","70","Machinist","トリガーサンダー","31540157","102"
"Iris","Pocket Mega-Potion","Step Potion","1","White Magic, Monk","WHT","Single ally","","","","0.83","Restores HP (105), grants [White Magic Heals +10% Boost 1] and [133% Quick Cast 1]/[White Magic Heals +20% Boost 1] and [Quick Cast 1]/[White Magic Heals +30% Boost 1] and [High Quick Cast 1] scaling with uses","N","Lowest HP% ally","80","White Magic","ステップポーション","31540153","1007"
"Iris","Pocket Mega-Potion","Heartening Potion","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","ポーションエール","31540154","2"
"Ardyn","Mega Death","Phantom Slash","1","Dark, Fire","PHY","Single enemy","Physical","7.20","Dark, Fire, NE","1.65","4/6/8 single attacks (0.90 each), cast time 1.65/1.10/0.825 scaling with uses","Y","Lowest HP% enemy","80","Darkness","ファントムスラッシュ","31540149","2003"
"Ardyn","Mega Death","Phantom Burst","2","Dark, Fire","PHY","Single enemy","Physical","5.04","Dark, Fire, NE","0.83","One single attack (5.04) capped at 99999, grants [Dark/Fire Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Darkness","ファントムバースト","31540150","2003"
"Aranea","Magitek Stormlance","Magitek Jump","1","Dragoon","PHY","Single enemy","Physical","6.30","Lightning, Dark, NE","1.50","Seven single ranged jump attacks (0.90 each), air time (2.50 sec.)","Y","Lowest HP% enemy","90","Dragoon","魔導ジャンプ","31540697","8"
"Aranea","Magitek Stormlance","Power Boost","2","Dragoon","NAT","Self","","","","0.01","Grants [Lightning Ability +30% Boost 3]","N","Self","70","Dragoon","コマンドブースト","31540698","8"
"Cor","Immortal Bladeflash","Immortal Bladedraw","1","Samurai","PHY","Single enemy","Physical","5.40","Fire, NE","1.65","Six single attacks (0.90 each), 100% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Y","Lowest HP% enemy","90","Samurai","不死連閃","31540701","12"
"Cor","Immortal Bladeflash","Lion's Howl","2","Samurai","PHY","Single enemy","Physical","6.00","Fire, NE","1.65","One single attack (6.00) capped at 99999, grants [High Retaliate] to the user","Y","Lowest HP% enemy","90","Samurai","獅子一閃","31540702","12"
"Orlandeau","Seiken Perfection","Saintly Swordplay","1","Holy","PHY","Single enemy","Physical","5.70","Holy, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each) scaling with uses, 25/50/75/100% additional critical chance scaling with uses","Y","Lowest HP% enemy","90","Knight"," 剣技・聖閃","30548542","106"
