Character,Source,Img,Name,Type,Target,Formula,Mutiplier,Element,Time,Effects,Counter,Auto Target,SB,School
Lightning,Requiem of the Goddess,,Skyward Swing,PHY,All enemies,Physical,1.26,-,1.65,"Two group attacks (0.63 each), 80% additional critical chance, causes Slow (16%)",Y,All enemies,50,Combat
Lightning,Focused Bolts,,Azure Lightning,PHY,Single enemy,Physical,1.88,"Lightning, NE",0.83,Four single attacks (0.47 each),Y,Lowest HP% enemy,50,Combat
Lightning,Focused Bolts,,Thunderclap,PHY,All enemies,Physical,1.20,"Lightning, NE",0.83,Two group attacks (0.60 each),Y,All enemies,50,Combat
Snow,Here We Go!,,Icy Revenge,PHY,Single enemy,Physical,2.16,"Ice, NE",1.65,"Four single attacks (0.54 each), ATK increases as HP decreases",Y,Lowest HP% enemy,50,Monk
Snow,Here We Go!,,Frost Charge,PHY,Single enemy,Physical,2.40,"Ice, NE",1.65,"Three single attacks (0.80 each), grants Oathsworn Espada to the user for 20 seconds",Y,Lowest HP% enemy,50,Monk
Snow,A Hero Rides,,Frost Drive,PHY,Single enemy,Physical,2.44,Ice,1.65,"Four single attacks (0.61 each), five attacks if exploiting elemental weakness",Y,Lowest HP% enemy,50,Monk
Snow,A Hero Rides,,Spinning Diamond,PHY,All enemies,Physical,1.50,"Ice, NE",1.65,"Two group attacks (0.75 each), DEF +50% to the user for 20 seconds",Y,All enemies,50,Monk
Vanille,Transcendent Dream,,Light Eternal,WHT,Single enemy,Magical,10.60,Holy,1.65,"Two single attacks (5.30 each), RES -30% for 25 seconds",Y,Lowest HP% enemy,50,White Magic
Vanille,Transcendent Dream,,Breath of Vitality,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Vanille,Shifting Worlds,,Splendorous Blessing,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (80), damages undeads, grants High Regen",Y,Lowest HP% enemy,50,White Magic
Vanille,Shifting Worlds,,Future's Omen,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Sazh,Choco-Chick Blues,,Protect Puncture,PHY,Single enemy,Physical,2.10,-,1.65,"One single ranged attack (2.10), ATK and DEF -20% for 15 seconds",Y,Random enemy,50,Support
Sazh,Choco-Chick Blues,,Shell Shatter,PHY,Single enemy,Physical,2.10,-,1.65,"One single ranged attack (2.10), MAG and RES -20% for 15 seconds",Y,Random enemy,50,Support
Hope,Divine Judgment,,Purification,BLK,Single enemy,Magical,8.96,"Holy, NE",1.65,Four single attacks (2.24 each),Y,Lowest HP% enemy,50,Black Magic
Hope,Divine Judgment,,Obliterator,BLK,Single enemy,Magical,10.48,"Earth, NE",1.65,Four single attacks (2.62 each),Y,Lowest HP% enemy,50,Black Magic
Hope,Explosive Fist,,Alexander,SUM,All enemies,,,,1.65,"Causes Slow (29%), removes positive effects, grants Summon Alexander to the user",N,All enemies,50,Summoning
Hope,Explosive Fist,,Alexander (S),SUM,All enemies,Magical,17.00,"Holy, NE",1.65,"Four group attacks (4.25 each), minimum damage 1100, removes Summon Alexander to the user",N,All enemies,50,Summoning
Hope,Explosive Fist,,Divine Judge,BLK,Single enemy,Magical,10.00,"Holy, NE",1.65,Four single attacks (2.50 each),Y,Lowest HP% enemy,50,Black Magic
Hope,Explosive Fist,,Divine Judge (S),BLK,Single enemy,Magical,10.00,"Holy, NE",1.65,"Four single attacks (2.50 each), causes Stun (15%)",Y,Lowest HP% enemy,50,Black Magic
Fang,Megaflare,,Dragon Claws,PHY,Single enemy,Physical,2.16,"Wind, NE",1.65,Four single attacks (0.54 each),Y,Lowest HP% enemy,50,Dragoon
Fang,Megaflare,,Whirlwind,PHY,All enemies,Physical,1.50,"Wind, NE",1.65,Two group attacks (0.75 each),Y,All enemies,50,Dragoon
Fang,Raging Whirlwind,,Seething Winds,PHY,Single enemy,Physical,2.08,Wind,1.65,"Four single attacks (0.52 each), five attacks if exploiting elemental weakness",Y,Lowest HP% enemy,50,Combat
Fang,Raging Whirlwind,,Biting Winds,PHY,All enemies,Physical,1.30,"Wind, NE",1.65,"Two group attacks (0.65 each), grants Dark Bargain to the user for 20 seconds",Y,All enemies,50,Combat
Serah,Moonfrost Arrows,,Ice Burst,BLK,Single enemy,Magical,8.96,"Ice, NE",1.65,Four single attacks (2.24 each),Y,Lowest HP% enemy,50,Black Magic
Serah,Moonfrost Arrows,,Raging Blizzard,BLK,All enemies,Magical,6.28,"Ice, NE",1.65,Two group attacks (3.14 each),Y,All enemies,50,Black Magic
Serah,Eternity Unpromised,,Artemis Shot,BLK,Single enemy,Magical,8.00,"Ice, NE",0.83,Four single attacks (2.00 each),Y,Lowest HP% enemy,50,Black Magic
Serah,Eternity Unpromised,,Artemis Spin,BLK,All enemies,Magical,5.78,"Ice, NE",0.83,Two group attacks (2.89 each),Y,All enemies,50,Black Magic
Cid Raines,Metamorphose,,Shining Moment,BLK,Single enemy,Magical,8.80,"Dark, Holy",1.65,"Four single attacks (2.20 each), grants Magical Instant Cast 1 to the user",Y,Lowest HP% enemy,50,Black Magic
Cid Raines,Metamorphose,,Lingering Spirit,BLK,All enemies,Magical,7.80,"Dark, Holy",1.65,"Two group attacks (3.90 each), grants Lingering Spirit to the user for 20 seconds",Y,All enemies,50,Black Magic
Noel,Meteor Javelin,,Arc Edge,PHY,Single enemy,Physical,2.30,-,1.65,"One single attack (2.30), ATK -40% for 15 seconds",Y,Random enemy,50,Support
Noel,Meteor Javelin,,Butterfly Sting,PHY,Single enemy,Physical,2.30,-,1.65,"One single attack (2.30), MAG -50% for 15 seconds",Y,Random enemy,50,Support
Noel,Hunter's Rimefang,,Icicle Bite,PHY,Single enemy,Physical,1.56,"Ice, NE",1.65,3/4/5/6 single attacks (0.52 each) scaling with uses,Y,Lowest HP% enemy,50,Combat
Noel,Hunter's Rimefang,,Frost Form,PHY,Single enemy,Physical,1.88,"Ice, NE",1.65,"Four single attacks (0.47 each), grants Quick Cast 2 to the user",Y,Lowest HP% enemy,50,Combat
Noel,Break Frost,,Icicle Break,PHY,Single enemy,Physical,1.80,"Ice, NE",0.83,"One single ranged attack (1.80), ATK -40% for 15 seconds",Y,Random enemy without status,50,Support
Noel,Break Frost,,Rime Magic,PHY,Single enemy,Physical,1.80,"Ice, NE",0.83,"One single ranged attack (1.80), MAG -50% for 15 seconds",Y,Random enemy without status,50,Support
Nabaat,Sacrifice Pawn,,Harsh Punishment,BLK,Single enemy,Magical,8.96,"Dark, NE",1.65,Four single attacks (2.24 each),Y,Lowest HP% enemy,50,Black Magic
Nabaat,Sacrifice Pawn,,Fiendish Smile,BLK,All enemies,Magical,6.08,"Dark, NE",1.65,"Two group attacks (3.04 each), 20% chance to cause Imperil Dark 10% for 15 seconds",Y,All enemies,50,Black Magic
Y'shtola,Asylum,,Tetragrammaton,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (105), damages undeads",Y,Lowest HP% ally,50,White Magic
Y'shtola,Asylum,,Medica,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Thancred,Kassatsu Katon,,Duality,PHY,Single enemy,Physical,1.50,"Fire, NE",1.65,"Three single attacks (0.50 each), six attacks if the user has any Physical Blink",Y,Lowest HP% enemy,50,Ninja
Thancred,Kassatsu Katon,,Shade Shift,PHY,Single enemy,Physical,1.80,"Fire, NE",1.65,"Two single attacks (0.90 each), grants Physical Blink 1 to the user",Y,Lowest HP% enemy,50,Ninja
Thancred,Fang of the Serpent,,Hornet's Sting,PHY,Single enemy,Physical,1.00,"Poison, NE",0.83,Two single attacks (0.50 each),Y,Lowest HP% enemy,50,Ninja
Thancred,Fang of the Serpent,,Unending Assault,PHY,Single enemy,Physical,1.80,"Poison, NE",0.83,"4/5/6/7/8 single attacks (0.45/0.58/0.72/0.88/1.10 each) scal. with Hornet's Sting uses, 0/5/10/15/25% add. critical chance, reset",Y,Lowest HP% enemy,50,Ninja
Thancred,Kassatsu Doton,,Shade Shift Aeolian Edge,PHY,Single enemy,Physical,1.50,"Earth, NE",0.83,"Two single ranged attacks (0.75 each), grants Physical Blink 1 to the user",Y,Lowest HP% enemy,50,Ninja
Thancred,Kassatsu Doton,,Armor Crush Throwing Dagger,PHY,Single enemy,Physical,1.66,"Earth, NE",0.83,"One single ranged attack (1.66 each), smart ether 1 to the user",Y,Lowest HP% enemy,50,Ninja
Yda,Forbidden Chakra,,Snap Punch,PHY,Single enemy,Physical,2.32,"Fire, NE",1.65,"Four single attacks (0.58 each), grants Greased Lightning 1/2/3/3 to the user if the user has Greased Lightning 0/1/2/3",Y,Lowest HP% enemy,50,Monk
Yda,Forbidden Chakra,,Fists of Earth,NAT,Self,,,,1.65,Grants Stoneskin: 30%,Y,Self,50,Monk
Papalymo,Enochian Firaja,,Astral Fire,BLK,Single enemy,Magical,12.00,"Fire, NE",1.65,3/4/5/6 single attacks (2.00 each) at 720/1123/1193 MAG,Y,Lowest HP% enemy,50,Black Magic
Papalymo,Enochian Firaja,,Flare Conversion,BLK,All enemies,Magical,6.18,"Fire, NE",1.65,"Two group attacks (3.09 each), grants Magic Bargain to the user for 20 seconds",Y,All enemies,50,Black Magic
Alphinaud,Aerial Blast,,Wind Blade,SUM,Single enemy,Magical,7.64,"Wind, NE",1.65,"Four single attacks (1.91 each), grants Instant Cast 1 to the user",N,Lowest HP% enemy,50,Summoning
Alphinaud,Aerial Blast,,Aetherflow,SUM,Single enemy,Magical,8.56,"Wind, NE",1.65,"Two single attacks (4.28 each), smart ether 1 to the user",N,Lowest HP% enemy,50,Summoning
Minfilia,The Echo,,Rage of Halone,PHY,Single enemy,Physical,1.76,"Holy, NE",1.65,"Two single attacks (0.88 each), ATK -40% for 15 seconds",Y,Random enemy without status,50,Support
Minfilia,The Echo,,Glory Slash,PHY,Single enemy,Physical,1.76,"Holy, NE",1.65,"Two single attacks (0.88 each), MAG -50% for 15 seconds",Y,Random enemy without status,50,Support
Minfilia,Scion's Guidance,,Goring Blade,PHY,Single enemy,Physical,2.32,"Holy, NE",1.65,"Four single attacks (0.58 each), grants Knight +15% Boost 2 to the user",Y,Lowest HP% enemy,50,Knight
Minfilia,Scion's Guidance,,Full Swing,PHY,Single enemy,Physical,2.00,"Holy, NE",1.65,"Two single attacks (1.00 each), removes positive effects",Y,Lowest HP% enemy,50,Knight
Cid (XIV),Grenado Shot,,Shoot & Reload,PHY,Single enemy,Physical,2.06,"Earth, NE",1.65,One single ranged attack (2.06),Y,Lowest HP% enemy,50,Machinist
Cid (XIV),Grenado Shot,,Split Shot,PHY,Single enemy,Physical,2.12,"Earth, NE",1.65,"Four single ranged attacks (0.53 each), 0/10/30/100% chance to cause Imperil Earth 10% scaling with Shoot & Reload uses, reset",Y,Lowest HP% enemy,50,Machinist
Ysayle,Shiva: Diamond Dust,,Avalanche,BLK,Single enemy,Magical,6.87,"Ice, NE",1.65,"Three single attacks (2.29 each), grants Magical Quick Cast 3 to the user",Y,Lowest HP% enemy,50,Black Magic
Ysayle,Shiva: Diamond Dust,,Absolute Zero,BLK,All enemies,Magical,6.18,"Ice, NE",1.65,"Two group attacks (3.09 each), grants Magic Bargain to the user for 20 seconds",Y,All enemies,50,Black Magic
Haurchefant,Time of Need,,Shield Swipe,PHY,Single enemy,Physical,2.20,"Holy, Ice",1.65,"Two single attacks (1.10 each), ATK -40% for 15 seconds",Y,Lowest HP% enemy,50,Knight
Haurchefant,Time of Need,,Spirits Within,PHY,Single enemy,Physical,2.20,"Holy, Ice",1.65,"Two single attacks (1.10 each), MAG -50% for 15 seconds",Y,Lowest HP% enemy,50,Knight
Estinien,The Azure Dragoon,,Blood of the Dragon,NAT,Self,,,,1.65,Grants Jump +15% Boost 3 and Blood of the Dragon,Y,Self,50,Dragoon
Estinien,The Azure Dragoon,,Blood of the Dragon (S),PHY,Single enemy,Physical,1.96,"Wind, Dark",1.65,"Two single ranged jump attacks (0.98 each), grants No Air Time 4 to the user, removes Blood of the Dragon to the user",Y,Lowest HP% enemy,50,Dragoon
Estinien,The Azure Dragoon,,Fang and Claw,PHY,Single enemy,Physical,2.08,"Wind, Dark",1.65,Four single ranged jump attacks (0.52 each),Y,Lowest HP% enemy,50,Dragoon
Estinien,The Azure Dragoon,,Fang and Claw (S),PHY,Single enemy,Physical,2.60,"Wind, Dark",1.65,Five single ranged jump attacks (0.52 each),Y,Lowest HP% enemy,50,Dragoon
Noctis,Kings of Old,,Death Drop,PHY,Single enemy,Physical,1.90,-,1.65,"Two single attacks (0.95 each), grants High Quick Cast 2 to the user",Y,Lowest HP% enemy,50,Combat
Noctis,Kings of Old,,Point-Warp,NAT,Self,,,,1.65,"Grants Stoneskin: 30%, smart ether 1",Y,Self,50,Combat
Gladiolus,Tempest,,Shield Slam,PHY,Single enemy,Physical,2.40,"Earth, NE",1.65,1/2/3/4/5 single attacks (0.48 each) at 327/654/1700/2490 DEF,Y,Lowest HP% enemy,50,Knight
Gladiolus,Tempest,,Royal Guard,PHY,Single enemy,Physical,2.50,"Earth, NE",1.65,"Two single attacks (1.25 each), grants Sentinel to the user for 25 seconds",Y,Lowest HP% enemy,50,Knight
Ignis,Stalwart Cook,,Royal Menu,PHY,Single enemy,Physical,1.92,"Fire, Lightning, Ice",1.2,"Three single attacks (0.64 each), grants Ingredients +1 to the user",Y,Lowest HP% enemy,50,Thief
Ignis,Stalwart Cook,,Butler's Cooking (2 Ing.),NAT,Single ally,,,,1.65,"Grants 100% Critical, causes Ingredients -1 to the user",Y,Lowest HP% ally,50,Support
Ignis,Stalwart Cook,,Butler's Cooking (1 Ing.),NAT,Single ally,,,,1.65,"Restores HP for 30% of the target's maximum HP, grants Critical Damage +50%, causes Ingredients -1 to the user",Y,Lowest HP% ally,50,Support
Ignis,Stalwart Cook,,Butler's Cooking (0 Ing.),NAT,Single ally,,,,1.65,"Restores HP for 40% of the target's maximum HP, grants Instant Cast 1, causes Ingredients -1 to the user",Y,Lowest HP% ally,50,Support
Prompto,Shots Fired,,Furious Volley,PHY,Single enemy,Physical,2.20,"Lightning, NE",1.65,"Four single ranged attacks (0.55 each), grants Machinist Quick Cast 2 to the user",Y,Lowest HP% enemy,50,Machinist
Prompto,Shots Fired,,Rolling Volley,PHY,Single enemy,Physical,2.20,"Lightning, NE",1.65,"Two single ranged attacks (1.10 each), DEF -40% for 15 seconds",Y,Random enemy without status,50,Machinist
Prompto,Recoil (XV),,Sharpshot,PHY,Single enemy,Physical,2.20,"Lightning, Fire",1.65,"Two single ranged attacks (1.10 each), ATK -40% for 15 seconds",Y,Lowest HP% enemy,50,Machinist
Prompto,Recoil (XV),,Jumpshot,PHY,Single enemy,Physical,2.20,"Lightning, Fire",1.65,"Two single ranged attacks (1.10 each), MAG -50% for 15 seconds",Y,Lowest HP% enemy,50,Machinist
Iris,Kupo Cure,,Pocket Elixir,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (105), damages undeads",Y,Lowest HP% ally,50,White Magic
Iris,Kupo Cure,,Pocket Potion,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Aranea,Air Superiority,,Dash Strike,PHY,Single enemy,Physical,1.96,"Lightning, Dark",1.65,"Two single ranged attacks (0.98 each), grants No Air Time 2 to the user",Y,Lowest HP% enemy,50,Dragoon
Aranea,Air Superiority,,Heavy Foot,PHY,Single enemy,Physical,1.88,"Lightning, Dark",1.65,"Four single ranged attacks (0.47 each), grants Dragoon +9% Boost 3 to the user",Y,Lowest HP% enemy,50,Dragoon
Ramza,Unsung Hero,,Noble Blade,PHY,Single,Physical,2.50,Holy,1.65,"Two single attacks (1.25 each), removes positive effects",Y,Lowest HP% enemy,50,Knight
Ramza,Unsung Hero,,Steel,NAT,Single ally,,,,1.65,Grants 80 Soul Break points,Y,Random ally,50,Support
Ramza,Battle Cry (FFT),,Warrior's Dance,PHY,Single enemy,Physical,2.70,"Holy, NE",1.65,Five single attacks (0.54 each),Y,Lowest HP% enemy,0,Support
Ramza,Battle Cry (FFT),,Warrior's Will,NAT,Self,,,,1.65,,N,Self,180,Support
Agrias,Divine Ruination,,Devotion's Blade,PHY,Single enemy,Physical,2.50,Holy,1.65,"Two single attacks (1.25 each), grants Sentinel to the user",Y,Lowest HP% enemy,50,Knight
Agrias,Divine Ruination,,Faith's Blade,PHY,Single enemy,Physical,2.50,Holy,1.65,"Two single attacks (1.25 each), RES +40% to the user for 20 seconds",Y,Lowest HP% enemy,50,Knight
Delita,Hero-King,,Godfire Blade,PHY,Single enemy,Physical,2.32,"Holy, Fire",1.65,"Four single attacks (0.58 each), 50% additional critical damage",Y,Lowest HP% enemy,50,Spellblade
Delita,Hero-King,,Icebolt Wave,PHY,Single enemy,Physical,2.32,"Lightning, Ice",1.65,"Four single attacks (0.58 each), 50% additional critical damage",Y,Lowest HP% enemy,50,Spellblade
Ovelia,Heart's Lament,,Sister's Supplication,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (105), damages undeads",Y,Lowest HP% ally,50,White Magic
Ovelia,Heart's Lament,,Sister's Mercy,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Ovelia,Desperate Plea,,Esuna Heal,WHT,Single ally,Magical,3.00,Holy,1.65,"Restores HP (80), damages undeads, removes negative effects",Y,Lowest HP% ally,50,White Magic
Ovelia,Desperate Plea,,Princess Heal,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Mustadio,Sharpshot Spray,,Quick Trigger,PHY,Single enemy,Physical,2.40,-,1.65,"Two single ranged attacks (1.20 each), grants Machinist Instant Cast 2 to the user",Y,Lowest HP% enemy,50,Machinist
Mustadio,Sharpshot Spray,,Aegis Crush,PHY,Single enemy,Physical,2.30,-,1.65,"One single ranged attack (2.30), DEF -40% for 15 seconds",Y,Random enemy without status,50,Support
Orlandeau,Swordplay,,Steely Swordplay,PHY,Single enemy,Physical,4.00,"Holy, NE",3.3,"Four single attacks (1.00 each), ATK and DEF -20% for 15 seconds",Y,Lowest HP% enemy,50,Knight
Orlandeau,Swordplay,,Dark Swordplay,PHY,Single enemy,Physical,3.80,"Dark, NE",3.3,"Two single attacks (1.90 each), heals the user for 20% of the damage dealt",Y,Lowest HP% enemy,50,Knight
Gaffgarion,Fellsword Dance,,Darkblade,PHY,Single enemy,Physical,1.96,"Dark, NE",1.65,"Two single attacks (0.98 each), smart ether 1 to the user",Y,Lowest HP% enemy,50,Darkness
Gaffgarion,Fellsword Dance,,Bloodblade,PHY,All enemies,Physical,1.34,"Dark, NE",1.65,"One group attack (1.34), restores HP to the lowest HP% ally for 30% of their maximum HP",Y,All enemies,50,Darkness
Rapha,Heaven's Wrath (FFT),,Thunder Mark,BLK,Single enemy,Magical,9.44,"Lightning, NE",1.65,"Four single attacks (2.36 each), restores HP (60) to the lowest HP% ally",Y,Lowest HP% enemy,50,Black Magic
Rapha,Heaven's Wrath (FFT),,Roaring Sky,BLK,All enemies,Magical,7.86,"Lightning, NE",1.65,"Two group attacks (3.93 each), grants Magic Bargain to the user for 20 seconds",Y,All enemies,50,Black Magic
Marach,Hell's Wrath,,Lightning Mark,BLK,Single enemy,Magical,9.00,"Lightning, Dark",0.83,Four single attacks (2.25 each),Y,Lowest HP% enemy,50,Black Magic
Marach,Hell's Wrath,,Thunderbreak,BLK,All enemies,Magical,6.88,"Lightning, Dark",0.83,Two group attacks (3.44 each),Y,All enemies,50,Black Magic
Meliadoul,Crush Helm,,Divine Break,PHY,Single enemy,Physical,2.20,"Earth, Holy",1.65,"Two single attacks (1.10 each), ATK -40% for 15 seconds",Y,Random enemy without status,50,Support
Meliadoul,Crush Helm,,Divine Crush,PHY,Single enemy,Physical,2.20,"Earth, Holy",1.65,"Two single attacks (1.10 each), ATK and MAG -20% for 15 seconds",Y,Random enemy without status,50,Support
Marche,Knight Combo,,Saint Blade,PHY,Single enemy,Physical,1.95,"Holy, NE",1.65,"Three single attacks (0.65 each), grants Knight +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Knight
Marche,Knight Combo,,Saint Shield,PHY,Single enemy,Physical,2.50,"Holy, NE",1.65,"Two single attacks (1.25 each), grants Sentinel to the user for 25 seconds",Y,Lowest HP% enemy,50,Knight
Montblanc,Black Combo,,Magic Combo,BLK,Single enemy,Magical,10.36,"Fire, Ice, Lightning",1.65,Four single attacks (2.59 each),Y,Lowest HP% enemy,50,Black Magic
Montblanc,Black Combo,,Moogle Rush,BLK,Single enemy,Magical,6.20,"Fire, Ice, Lightning",1.65,"Two single attacks (3.10 each), grants Lingering Spirit to the user for 20 seconds",Y,Lowest HP% enemy,50,Black Magic
Alma,Wisdom of Orbonne,,Angelic Glimmer,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (105), damages undeads",Y,Lowest HP% ally,50,White Magic
Alma,Wisdom of Orbonne,,Cleric's Bearing,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Orran,Record of Truth,,Lodestar,WHT,Single ally,Magical,2.20,Holy,1.65,"Restores HP (60), damages undeads, grants Instant Cast 1",Y,Lowest HP% ally,50,White Magic
Orran,Record of Truth,,Divine Blessing,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Ace,Firaga RF,,Fire BOM,BLK,Single enemy,Magical,7.84,"Fire, NE",0.83,"Four single attacks (1.96 each), five attacks if user is in front row",Y,Lowest HP% enemy,50,Black Magic
Ace,Firaga RF,,Fire SHG,BLK,All enemies,Magical,7.80,"Fire, NE",1.65,"Two group attacks (3.90 each), grants Lingering Spirit to the user for 20 seconds",Y,All enemies,50,Black Magic
Ace,Firaga SHG,,Card Haste,BLK,Single enemy,Magical,8.96,"Fire, NE",1.65,"Four single attacks (2.24 each), grants Black Magic Quick Cast 2 to the user",Y,Lowest HP% enemy,50,Black Magic
Ace,Firaga SHG,,Spirit Hand,BLK,All enemies,Magical,7.80,"Fire, NE",1.65,"Two group attacks (3.90 each), grants Magic Bargain to the user for 20 seconds",Y,All enemies,50,Black Magic
Deuce,Concerto,,Cure ff,WHT,Single ally,Magical,4.00,Holy,0.01,"Restores HP (105), damages undeads",Y,Lowest HP% ally,50,White Magic
Deuce,Concerto,,Healing Melody,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Nine,Class Zero Basher-in-Chief,,Tornado Lance,PHY,Single enemy,Physical,1.92,Wind,1.65,"Four single attacks (0.48 each), 0.60 multiplier if exploiting elemental weakness",Y,Lowest HP% enemy,50,Combat
Nine,Class Zero Basher-in-Chief,,Cyclonic Blast,PHY,All enemies,Physical,1.30,"Wind, NE",1.65,"Two group attacks (0.65 each), grants Dark Bargain to the user for 20 seconds",Y,All enemies,50,Combat
Machina,Cyclone Drive,,Earth Drive,PHY,Single enemy,Physical,1.95,"Earth, Dark",1.65,"Three single attacks (0.65 each), grants Spellblade +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Spellblade
Machina,Cyclone Drive,,Fear Field,WHT,Self,,,,1.65,Grants Stoneskin: 30%,Y,Self,50,White Magic
Rem,Siphon Delta,,Manalchemy Drain,WHT,Single enemy,Magical,9.40,"Holy, Dark",1.65,"Four single attacks (2.35 each), restores HP (60) to the user",Y,Lowest HP% enemy,50,White Magic
Rem,Siphon Delta,,Manalchemy Barrier,NAT,Self,,,,1.65,Grants Magical Blink 1 and White Magic +15% Boost 3,Y,Self,50,White Magic
Queen,Mana Sphere,,Thunder Judgment,PHY,Single enemy,Physical,1.95,"Lightning, Dark",1.65,"Three single attacks (0.65 each), grants Spellblade +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Spellblade
Queen,Mana Sphere,,Energy Spark,PHY,All enemies,Physical,1.40,"Lightning, Dark",1.65,"Two group ranged attacks (0.70 each), grants Dark Bargain to the user for 20 seconds",Y,Lowest HP% enemy,50,Spellblade
King,Magazine Blast,,Multitask,PHY,Single enemy,Physical,2.04,"Lightning, Fire",1.65,"Four single ranged attacks (0.51 each), five attacks if exploiting elemental weakness",Y,Lowest HP% enemy,50,Machinist
King,Magazine Blast,,Quick Shot (Type-0),PHY,Single enemy,Physical,1.85,"Lightning, Fire",1.65,"One single ranged attack (1.85), grants Machinist Instant Cast 2 to the user",Y,Lowest HP% enemy,50,Machinist
Cinque,Gaia Pulse,,Gaia Swing,PHY,Single enemy,Physical,1.68,"Earth, NE",1.65,"Three single attacks (0.56 each), grants Heavy +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Heavy
Cinque,Gaia Pulse,,Gaia Break,PHY,Single enemy,Physical,1.79,"Earth, NE",1.65,"One single attack (1.79), DEF -40% for 15 seconds",Y,Random enemy without status,50,Heavy
Seven,Diving Strike,,Blizzard Crush,BLK,Single enemy,Magical,4.72,"Ice, NE",1.65,"Two single attacks (2.36 each), ATK -40% for 15 seconds",Y,Random enemy without status,50,Black Magic
Seven,Diving Strike,,Frost Magic,BLK,Single enemy,Magical,4.72,"Ice, NE",1.65,"Two single attacks (2.36 each), MAG -50% for 15 seconds",Y,Random enemy without status,50,Black Magic
Sice,Black Hole (Type-0),,Nebula Slash,PHY,Single enemy,Physical,2.52,"Dark, NE",1.65,Four single attacks (0.63 each),Y,Lowest HP% enemy,50,Darkness
Sice,Black Hole (Type-0),,Dark Boon,PHY,Single enemy,Physical,1.53,"Dark, NE",1.65,"Three single attacks (0.51 each), grants Darkness Quick Cast 3 to the user",Y,Lowest HP% enemy,50,Darkness
Jack,Lightning Flash,,Class Clown,PHY,Single enemy,Physical,1.96,"Fire, NE",1.65,"Four single attacks (0.49 each), grants Samurai +15% Boost 2 to the user",Y,Lowest HP% enemy,50,Samurai
Jack,Lightning Flash,,Fiery Reckoning,PHY,Single enemy,Physical,1.96,"Fire, NE",1.65,"Two single attacks (0.98 each), grants Retaliate to the user for 15 seconds",Y,Lowest HP% enemy,50,Samurai
Eight,Glacial Phantasm,,Apex Strike,PHY,Single enemy,Physical,2.16,"Ice, NE",1.65,"Four single attacks (0.54 each), 100% additional critical chance if the user has any Physical Blink",Y,Lowest HP% enemy,50,Monk
Eight,Glacial Phantasm,,Umbral Frost,PHY,Single enemy,Physical,1.50,"Ice, NE",0.83,"Two single attacks (0.75 each), grants Physical Blink 1 to the user",Y,Lowest HP% enemy,50,Monk
Sora,Ars Arcanum,,Arcanum,PHY,Single enemy,Physical,0.74,"Fire, Lightning, Ice",1.65,Two single attacks (0.37 each),Y,Lowest HP% enemy,50,Spellblade
Sora,Ars Arcanum,,Break (KH),PHY,Single enemy,Physical,1.00,"Fire, Lightning, Ice",1.65,"4/5/6/7 single attacks (0.50/0.83/0.97/1.16 each) scaling with Arcanum uses, 0/5/10/25% additional critical chance",Y,Lowest HP% enemy,50,Spellblade
Riku,Darkhand Helm Split,,Dash Swing,PHY,Single enemy,Physical,1.88,"Dark, NE",0.83,Four single attacks (0.47 each),Y,Lowest HP% enemy,50,Darkness
Riku,Darkhand Helm Split,,Scourge,PHY,Single enemy,Physical,1.68,"Dark, NE",1.65,"Three single attacks (0.56 each), grants Darkness +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Darkness
Reynn,Channel Element: Ice,,Glacial Arrow,BLK,Single enemy,Magical,8.00,"Ice, NE",1.65,"Four single attacks (2.00 each), 2.49 multiplier if exploiting elemental weakness",Y,Lowest HP% enemy,50,Black Magic
Reynn,Channel Element: Ice,,Big Freeze,BLK,Single enemy,Magical,8.40,"Ice, NE",1.65,"Two single attacks (4.20 each), restores HP to the user for 25% of the user's maximum HP",Y,Lowest HP% enemy,50,Black Magic
